aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26200-78,"태림",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,50.2,66.5,30.4,49.0,47.8,45.3,49.6
26200-707,"오션블루",영도구,봉래동2가,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,24.9,71.5,53.6,73.8,56.0,54.5,57.1,54.7
26200-101,"동진",영도구,봉래동2가,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,38.8,74.0,51.0,10.9,43.7,43.1,38.5,44.7
26200-739,"정림위더스하임",영도구,남항동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.8,64.7,45.4,60.0,54.5,54.6,55.0,54.3
26200-760,"힐링파크",영도구,영선동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,30.3,59.3,66.5,60.5,54.1,52.3,53.9,53.2
26200-750,"대성베른시티1동",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.7,44.3,49.4,55.3,44.2,43.1,45.0,43.3
26200-124,"영선1동",영도구,영선동4가,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.5,,,,
26200-73,"유나맨션",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.3,52.4,59.1,25.3,40.0,38.2,37.0,39.9
26200-600,"모닝아일랜드",영도구,대교동2가,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26200-55,"도시",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.0,40.6,57.9,37.0,40.9,39.4,39.6,40.4
26200-67,"삼창파크타운5동6동",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.7,52.7,68.6,40.2,47.5,45.5,45.5,47.0
26200-1,"대동대교맨션",영도구,대평동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.4,57.6,40.2,43.8,47.2,47.6,46.7,47.5
26200-42,"삼창",영도구,청학동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,35.2,,,,
26200-66,"삼창파크타운1동2동",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.8,50.7,76.1,34.5,47.8,45.5,44.9,47.4
26200-62,"동삼동삼창그린타운(679-1)",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.5,32.2,36.7,45.3,34.2,33.5,35.2,33.4
26200-68,"삼한경희",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.7,42.8,64.1,25.1,38.9,36.9,36.1,38.6
26200-50,"화신",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,20.6,36.8,63.5,38.5,39.8,37.7,38.7,39.0
26200-21,"신선",영도구,신선동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.7,34.8,53.1,33.5,37.8,36.6,36.7,37.5
26200-13,"청솔아트빌라",영도구,영선동3가,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26200-87,"혜광드림팰리스",영도구,남항동1가,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,42.0,70.4,60.0,49.6,55.5,54.6,53.9,55.4
26200-671,"플러스원",영도구,청학동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,20.4,29.6,55.8,69.4,43.8,42.0,46.5,42.1
26200-30,"오양대교맨션",영도구,봉래동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.1,68.8,71.9,33.7,53.4,51.7,49.7,53.5
26200-598,"천지해오름",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.8,30.8,53.2,44.3,38.8,37.5,39.0,38.0
26200-675,"뉴스카이",영도구,남항동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,34.6,74.9,58.9,48.7,54.3,53.1,52.4,54.0
26200-89,"혜광마린팰리스",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.4,34.2,45.0,42.1,36.4,35.4,36.7,35.8
26200-753,"더킹페로스아파트",영도구,남항동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.7,68.2,58.2,63.1,58.3,57.6,58.3,57.8
26200-731,"아이블리스",영도구,대교동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.5,74.0,49.1,57.1,56.4,56.2,56.0,56.3
26200-642,"청성",영도구,영선동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,30.0,70.2,62.2,42.6,51.3,49.6,48.9,51.0
26200-706,"성우펠리체리움",영도구,봉래동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,70.6,70.2,58.4,66.4,66.1,64.8,66.7
26200-51,"보성아트빌",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.5,31.9,59.5,34.3,38.1,36.4,36.9,37.5
26200-114,"하나빌",영도구,대평동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.4,55.9,30.3,50.0,46.2,47.1,46.8,46.4
26200-680,"대교마루빌",영도구,봉래동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.0,73.3,49.3,45.4,52.5,52.2,50.9,52.7
26200-104,"한진중공업사원",영도구,봉래동5가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.2,30.0,76.1,39.6,43.2,40.8,41.9,42.4
26200-103,"수근에이스타운",영도구,봉래동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.4,66.8,74.8,49.6,54.4,52.0,52.3,53.6
26200-12,"영선무궁화맨션",영도구,영선동3가,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,0.75,,52.2,62.7,16.8,43.9,42.6,38.5,44.9
26200-81,"형제오션뷰",영도구,동삼동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26530-59,"럭키주례2",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.8,53.2,60.8,35.5,53.6,53.8,51.4,54.4
26200-72,"우일화랑",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.3,23.5,47.2,34.4,32.4,31.2,32.3,31.8
26200-29,"봉래",영도구,봉래동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.4,62.6,68.9,26.5,46.1,44.0,42.2,46.0
26200-125,"영선3동",영도구,영선동4가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,10.0,,,,
26200-86,"신흥동백1차",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.7,48.2,65.5,28.0,42.9,41.1,40.0,42.7
26200-770,"어반젠트리",영도구,대교동1가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,90.0,,,,
26200-127,"대동",영도구,대평동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.1,49.8,38.9,25.3,39.5,39.8,37.6,40.2
26200-702,"퀸즈팰리스",영도구,청학동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,73.8,,,,
26200-69,"신흥동백맨션8",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.1,51.3,73.7,31.5,46.2,43.9,43.1,45.8
26200-751,"한우리6차",영도구,대교동1가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,83.2,,,,
26200-43,"영광마린타워",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.2,33.8,59.1,39.9,38.8,36.9,38.1,38.0
26200-688,"유진캐슬",영도구,봉래동4가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.6,33.9,45.2,48.2,39.0,38.2,39.9,38.3
26200-745,"에코팰리스",영도구,영선동1가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,80.8,,,,
26200-63,"삼창파크맨션1동",영도구,동삼동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,30.6,48.2,69.1,25.3,43.3,41.4,40.0,43.3
26200-681,"더페로스",영도구,영선동3가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,69.4,,,,
26200-711,"그린팰리스",영도구,대교동2가,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,76.0,,,,
26200-107,"장원",영도구,동삼동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,35.2,,,,
26530-983,"레스틴뷰(restynv)",사상구,괘법동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,85.7,66.3,39.0,76.0,66.8,69.1,69.1,67.3
26530-16,"덕포청구",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,34.4,41.6,31.0,59.2,41.6,41.7,43.9,40.9
26530-76,"주례청구",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.4,38.6,78.7,63.9,58.2,56.8,58.7,57.4
26530-32,"우성2차",사상구,모라동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,37.0,,,,
26530-65,"엘지신주례1",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.5,52.9,74.4,59.2,60.7,59.8,60.3,60.4
26200-90,"남항동썬플라자",영도구,영선동2가,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,27.8,70.0,65.0,49.6,53.1,51.3,51.3,52.5
26200-45,"원우",영도구,청학동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,0.75,,29.6,48.6,46.0,41.4,40.9,42.3,41.0
26200-594,"태림맨션(94-0)",영도구,대평동1가,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,43.8,46.7,43.0,13.6,36.8,36.8,33.6,37.7
26200-70,"신흥동백2",영도구,동삼동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,19.7,39.6,65.8,19.2,36.1,33.8,32.7,35.8
26200-83,"한나라빌6동7동",영도구,동삼동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,23.0,28.3,30.6,47.8,32.4,32.1,34.3,31.7
26200-783,"오션라이프에일린의뜰2단지",영도구,동삼동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,28.1,49.6,51.8,92.0,55.4,54.2,59.5,53.4
26200-782,"더퍼스트아파트",영도구,대교동2가,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,26.0,75.0,53.6,92.0,61.6,60.3,64.4,59.9
26200-115,"페로스빌",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.4,32.3,49.0,37.4,36.5,35.4,36.2,36.0
26200-106,"청학스카이파크",영도구,청학동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.4,23.5,61.3,36.4,36.7,34.9,36.1,36.0
26530-819,"덕포동벽산블루밍",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.7,41.3,74.4,60.4,60.0,59.4,60.2,59.7
26530-51,"엄궁2차한신",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.0,36.4,49.6,62.4,43.4,42.1,45.3,42.1
26530-22,"자유",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.6,35.2,66.2,35.5,51.1,51.2,49.6,51.8
26530-1043,"사상구남역동원로얄듀크",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.9,51.6,21.5,78.1,52.5,54.4,56.7,52.3
26530-89,"반도보라타운",사상구,학장동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,22.0,46.0,41.5,33.4,35.7,34.7,34.7,35.4
26530-1142,"사상중흥에스-클래스그랜드센트럴",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.9,61.7,60.5,86.7,73.4,74.7,76.0,73.4
26530-60,"반도보라",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.3,44.3,80.3,62.1,60.7,59.5,60.7,60.2
26530-1137,"주례롯데캐슬골드스마트",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.6,47.8,66.7,85.7,66.2,66.1,69.1,65.4
26530-29,"부원맨션",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.7,42.1,67.7,22.5,48.8,48.5,45.5,49.7
26530-26,"모라벽산",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.7,52.6,29.1,62.6,49.7,51.0,51.9,49.7
26530-809,"쌍용스윗닷홈",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.3,32.2,77.1,64.3,50.2,47.7,51.2,48.6
26530-18,"벽산신익타운",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.5,39.7,70.7,46.9,52.7,51.9,51.9,52.6
26530-49,"엄궁대림",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,30.5,52.7,60.6,48.0,47.6,50.5,47.1
26530-35,"주공4",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.4,30.7,51.6,53.4,41.0,39.9,42.3,40.1
26530-56,"대성",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.9,64.3,63.4,27.3,56.5,56.8,52.8,57.8
26530-903,"덕포경동메르빌",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.7,38.8,53.8,71.6,53.9,53.8,56.5,53.2
26530-62,"본동맨션",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.9,46.6,48.6,19.1,43.1,43.5,40.2,44.2
26530-994,"주례경동리인",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.5,38.6,42.7,79.4,56.3,57.4,60.2,55.8
26530-75,"주례맨션",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.2,68.7,66.7,21.2,58.7,59.3,54.1,60.4
26530-130,"한일유엔아이",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.2,64.2,72.8,71.1,66.8,66.1,67.1,66.4
26530-31,"우성",사상구,모라동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,24.8,,,,
26530-88,"목화",사상구,학장동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,17.0,47.3,33.9,31.6,32.5,31.6,31.6,32.2
26530-837,"롯데캐슬",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.3,38.2,70.9,78.0,52.3,49.9,54.7,50.4
26530-79,"주례한효",사상구,주례동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,37.0,,,,
26530-83,"구덕극동",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.0,14.6,77.1,50.0,42.4,40.0,42.8,41.1
26530-1113,"센트럴스타힐스",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.4,76.6,51.9,85.5,70.9,71.7,73.0,70.6
26530-4,"사상강변동원",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.1,68.9,78.6,59.3,66.7,65.8,65.3,66.6
26530-58,"럭키주례1",사상구,주례동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.6,,,,
26530-94,"신구덕우성",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,15.1,45.1,33.9,61.6,38.9,38.0,41.1,37.6
26530-28,"백양그린",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.8,45.9,68.9,60.5,49.8,47.5,50.1,48.4
26530-104,"어진빌라",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.5,64.7,40.0,34.1,54.3,56.3,52.5,55.9
26530-24,"모라동원타운",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.1,53.6,68.6,35.5,53.2,52.5,50.7,53.6
26530-926,"학장동삼정그린코아아파트",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,19.9,45.1,35.3,71.1,42.8,42.1,45.9,41.4
26530-66,"엘지신주례2",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.9,55.6,78.3,60.5,65.3,64.7,64.7,65.3
26530-74,"주례2차동일",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.8,46.0,82.2,50.5,59.6,58.5,58.3,59.5
26530-37,"학산그린타운",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.6,51.6,77.1,38.8,54.5,53.2,52.0,54.6
26530-41,"동양한신",사상구,삼락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.4,67.7,68.0,41.8,57.5,56.7,54.9,57.8
26530-2,"괘법한신2",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.9,67.7,70.6,61.8,62.5,61.5,61.8,62.1
26530-45,"삼성타워",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,14.2,49.4,65.9,38.4,42.0,39.4,40.0,41.1
26530-92,"학장동2차삼성",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.7,46.4,36.2,58.6,41.3,40.6,43.0,40.3
26530-803,"모라리버빌",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.6,61.3,61.2,53.6,66.4,67.8,65.7,67.5
26530-73,"주례1차동일",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.3,41.8,79.5,57.8,58.1,56.8,57.8,57.6
26530-84,"학장극동",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,13.0,40.9,38.2,31.2,30.8,29.5,30.0,30.3
26530-87,"학장동양",사상구,학장동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,18.4,,,,
26530-86,"구학마을",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.7,11.8,81.6,37.3,38.8,36.0,37.9,37.8
26530-91,"1차삼성",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,16.4,43.7,25.0,52.1,34.3,33.9,36.1,33.4
26530-95,"정남파크맨션",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,17.4,48.2,26.4,26.4,29.6,29.2,28.5,29.6
26530-966,"파밀리아괘법3차",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.2,77.4,59.2,60.2,65.7,66.1,64.9,66.1
26530-46,"신엄궁대동",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,33.6,74.4,52.6,53.5,52.0,53.3,53.0
26530-30,"삼정그린코아",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.2,64.6,52.2,47.7,57.9,58.7,56.8,58.6
26530-64,"벽산신화",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.1,44.7,41.0,45.3,49.5,50.8,49.8,50.2
26530-97,"학장대림",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,9.6,11.2,66.3,39.1,31.5,28.7,31.6,30.1
26530-976,"사상샬레",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.7,58.5,42.6,65.8,57.1,58.1,58.7,57.2
26530-103,"윈저빌타운",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.1,70.7,31.8,36.0,53.1,55.3,51.6,54.7
26530-115,"금오리치",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.9,45.4,42.2,42.0,46.9,47.6,46.7,47.4
26530-23,"벽산하나로타운",사상구,덕포동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,33.4,,,,
26530-1036,"팍스타운",사상구,주례동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,80.8,,,,
26530-980,"은하하우스",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.9,46.1,51.2,59.6,52.4,52.5,53.5,52.2
26530-1045,"일루스타",사상구,괘법동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,83.2,,,,
26530-148,"섬진4차",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.2,53.5,76.5,47.6,51.5,49.0,49.7,50.6
26530-43,"엄궁럭키",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,15.0,42.4,72.6,46.1,44.0,41.1,42.9,42.8
26530-53,"코오롱",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.9,32.2,53.4,62.7,43.3,41.9,45.3,41.9
26530-90,"학장벽산",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.1,25.9,57.9,54.8,40.7,39.0,41.9,39.4
26530-20,"오양힐타운",사상구,덕포동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,29.8,,,,
26530-17,"부원파크타운",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.4,35.2,67.4,24.1,47.5,47.3,44.8,48.4
26530-27,"무학",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.2,47.8,73.3,32.5,53.4,52.8,50.6,54.0
26530-1068,"비룡벨로스텔라",사상구,덕포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,91.0,54.1,70.7,67.7,70.9,71.9,71.4,71.4
26530-34,"유진맨션",사상구,모라동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,17.6,,,,
26530-44,"엄궁로얄화교아파트",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,20.3,44.7,71.6,22.5,39.8,37.2,36.2,39.4
26530-1054,"모라동비버힐아파트",사상구,모라동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,83.2,,,,
26530-40,"화인",사상구,모라동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,35.2,,,,
26530-6,"한신",사상구,괘법동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,33.4,,,,
26530-98,"학장무학",사상구,학장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.4,44.9,52.3,61.6,46.0,44.7,47.3,44.9
26530-70,"주례제일타워맨션",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.8,37.3,48.7,46.0,47.9,48.5,48.2,48.2
26530-119,"무학다솜",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,17.3,49.4,64.9,53.3,46.2,43.8,45.8,45.0
26530-71,"조양",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.7,68.2,78.6,24.8,59.6,59.0,54.7,60.7
26530-77,"창조센추리",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.6,63.4,60.2,31.5,60.7,62.0,57.6,62.4
26530-1025,"올유레스틴뷰",사상구,괘법동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,68.6,68.7,30.5,80.8,62.2,64.1,65.3,62.2
26530-8,"위드한빛",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.4,37.3,26.0,35.3,37.3,38.5,37.6,37.8
26530-804,"모라동골든파크",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.0,62.3,61.5,50.4,65.3,66.6,64.1,66.4
26530-941,"파밀리아2",사상구,괘법동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,54.3,74.2,65.6,71.6,66.4,65.8,66.6,66.0
26530-963,"대성캐슬",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.1,65.1,38.8,53.7,61.2,63.6,61.4,62.4
26530-80,"현대",사상구,주례동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,31.7,,,,
26530-1083,"파크블루11차",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.4,75.6,65.8,68.5,68.1,67.9,67.8,68.0
26530-63,"송림주택",사상구,주례동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.7,64.2,61.9,25.6,56.3,56.9,52.6,57.8
26530-50,"엄궁한신1차",사상구,엄궁동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.1,40.9,45.9,49.1,40.2,39.2,40.8,39.5
26530-1148,"보해썬시티리버파크",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.7,75.0,66.2,77.2,70.3,70.1,70.9,69.9
26530-109,"주은타워빌",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.8,76.6,47.9,45.9,62.3,63.9,60.7,63.6
26530-1095,"모라B",사상구,모라동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.7,,,,
