aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26710-630,"일광자이푸르지오1단지",26710,일광읍 삼성리,57,56,46.07,51.27
26710-608,"정관가화만사성더테라스2차",26710,정관읍 방곡리,62,67,55.94,60.80
26710-484,"정관동일스위트1차",26710,정관읍 용수리,53,53,50.00,50.00
26710-598,"정관가화만사성더테라스1차",26710,정관읍 방곡리,65,69,51.62,55.40
26530-1080,"스카이뷰",26530,감전동,50,50,61.71,62.19
26530-14,"대하덕포(1호동)",26530,덕포동,54,55,53.25,52.16
26530-123,"삼화그린빌",26530,괘법동,55,54,46.49,45.38
26530-1669,"엘메르",26530,감전동,62,55,65.90,65.56
26530-147,"삼광(585-77)",26530,학장동,53,46,51.20,52.06
26530-19,"아카페타운",26530,덕포동,61,62,63.60,63.23
26530-131,"삼광(585-78)",26530,학장동,55,48,54.50,55.56
26530-1040,"괘법동포르투나",26530,괘법동,61,61,55.29,55.02
26530-1081,"사상역포르투나더테라스",26530,괘법동,62,61,54.46,53.75
26710-418,"이진캐스빌블루1차",26710,기장읍 교리,55,59,30.49,34.95
26710-2,"부전타워",26710,기장읍 교리,48,51,54.48,59.11
26710-546,"동부산쏠마레",26710,일광읍 이천리,25,33,18.95,58.57
26710-398,"정관신도시계룡리슈빌",26710,정관읍 용수리,56,56,48.07,48.07
26710-510,"정관동일스위트2차",26710,정관읍 모전리,52,52,38.30,38.30
26710-29,"한신",26710,기장읍 동부리,57,56,50.10,49.81
26710-637,"일광한신더휴센트럴포레1단지",26710,일광읍 삼성리,54,53,34.34,37.15
26710-639,"청강리더스빌",26710,기장읍 청강리,66,66,84.25,80.75
26710-555,"이지더원3차",26710,정관읍 모전리,59,59,51.80,51.80
26710-503,"정관1차동원로얄듀크",26710,정관읍 달산리,57,55,45.14,44.60
26710-635,"일광신도시비스타동원1차",26710,일광읍 삼성리,72,70,63.35,67.47
26710-631,"일광자이푸르지오2단지",26710,일광읍 삼성리,61,59,55.79,61.82
26710-513,"정관2차동원로얄듀크",26710,정관읍 매학리,48,49,20.12,22.60
26710-629,"e편한세상일광",26710,일광읍 삼성리,62,61,47.15,53.23
26710-651,"웨이브리즈",26710,기장읍 청강리,31,31,20.90,18.89
26710-605,"경보그랜드비치",26710,기장읍 대변리,31,32,23.86,26.99
26710-636,"일광한신더휴센트럴포레2단지",26710,일광읍 삼성리,55,54,26.78,28.81
26710-35,"현대",26710,기장읍 청강리,64,64,86.07,84.29
26710-399,"정관신도시롯데캐슬",26710,정관읍 용수리,61,61,56.56,56.56
26710-443,"이지더원",26710,정관읍 모전리,50,50,59.90,59.90
26710-504,"정관롯데캐슬2차",26710,정관읍 모전리,58,58,55.40,55.40
26710-574,"정관양우내안愛",26710,정관읍 용수리,34,34,44.21,44.21
26710-633,"이지더원1차오션포레",26710,일광읍 삼성리,41,40,12.38,15.06
26710-1,"문화그린맨션",26710,기장읍 교리,35,37,27.16,30.63
26710-520,"정관협성르네상스타운",26710,정관읍 용수리,54,54,59.26,59.26
26710-25,"동산그린타워",26710,기장읍 동부리,53,54,68.59,70.64
26710-12,"센트럴파크빌라1차",26710,기장읍 대라리,37,,38.47,
26710-549,"가화만사성정관타운",26710,정관읍 방곡리,30,29,37.58,37.85
26710-642,"일광신도시비스타동원2차",26710,일광읍 이천리,73,62,48.65,66.29
26710-400,"정관신도시한진해모로",26710,정관읍 용수리,62,62,44.99,44.99
26710-421,"서희스타힐스",26710,정관읍 방곡리,46,47,50.54,54.05
26710-6,"태영",26710,기장읍 교리,47,49,27.16,30.09
26710-409,"정관센트럴파크",26710,정관읍 달산리,71,70,57.02,55.40
26710-47,"테마파크빌1차",26710,기장읍 대라리,53,,54.44,
26710-79,"이진캐스빌골드",26710,기장읍 대라리,53,55,34.38,38.61
26710-9,"금강궁전",26710,기장읍 대라리,45,47,46.48,51.59
26710-566,"부산정관지구이지더원5차아파트",26710,정관읍 방곡리,37,38,40.82,41.90
26710-32,"서부주공",26710,기장읍 서부리,48,48,62.16,63.95
26710-437,"가화일광타워",26710,일광읍 이천리,28,37,34.48,64.50
26710-595,"정관이진캐스빌2차",26710,정관읍 용수리,37,37,37.27,37.27
26710-61,"가화만사성",26710,기장읍 교리,64,,68.19,
26710-478,"주명아파트B동",26710,기장읍 대라리,30,,16.70,
26710-593,"동부산관광단지삼정그린코아더베스트",26710,기장읍 내리,45,45,50.73,52.96
26710-402,"정관현진에버빌",26710,정관읍 모전리,61,61,59.00,59.00
26710-571,"현대프라힐스 동부산",26710,철마면 고촌리,49,49,68.98,70.34
26710-97,"대우아파트",26710,정관읍 달산리,41,,40.82,
26710-427,"이진캐스빌블루2차",26710,기장읍 교리,49,51,36.30,37.65
26710-36,"선우",26710,일광읍 삼성리,42,,58.49,
26710-408,"동부산동원로얄듀크",26710,기장읍 내리,43,44,54.95,57.13
26710-34,"청강주공",26710,기장읍 청강리,36,37,24.95,25.37
26710-483,"이지더원2차",26710,정관읍 모전리,41,41,41.90,41.90
26710-14,"황중베르빌",26710,기장읍 대라리,41,42,43.20,44.77
26710-544,"이진캐스빌",26710,정관읍 용수리,57,57,57.71,57.71
26710-646,"기장유림노르웨이숲",26710,기장읍 교리,49,50,66.94,68.83
26710-44,"우신네오빌",26710,기장읍 청강리,34,32,48.25,40.25
26710-554,"월가아델리스",26710,기장읍 대라리,59,,51.91,
26710-46,"이진캐스빌",26710,기장읍 대라리,36,37,11.37,12.88
26710-30,"애경아트빌",26710,기장읍 동부리,52,53,60.07,62.54
26710-609,"두산위브더테라스",26710,정관읍 달산리,44,42,49.46,45.95
26710-390,"수신",26710,기장읍 대라리,37,38,24.10,28.27
26710-528,"고촌센트럴아파트",26710,철마면 고촌리,49,50,75.98,77.66
26710-50,"동보시티빌",26710,기장읍 동부리,57,58,75.89,79.89
26710-401,"정관신동아파밀리에",26710,정관읍 용수리,57,57,51.93,51.93
26710-603,"동부산렉슬",26710,기장읍 대라리,58,59,72.79,71.14
26710-45,"이진스카이빌",26710,기장읍 동부리,40,39,20.51,18.95
26710-119,"서린에코빌아파트",26710,기장읍 동부리,45,46,67.12,68.71
26710-63,"노이하우스2차",26710,기장읍 서부리,40,41,41.54,44.50
26710-64,"노이하우스3차",26710,기장읍 서부리,44,44,42.75,45.15
26710-7,"가화랜드빌",26710,기장읍 교리,60,63,73.90,77.74
26710-76,"가화랜드빌기장1차",26710,기장읍 대라리,38,,40.19,
26710-383,"가화랜드빌5차",26710,기장읍 대라리,42,,10.95,
26710-77,"부강빌라가동",26710,기장읍 대라리,30,32,14.42,18.13
26710-423,"정도한스빌",26710,일광읍 이천리,59,55,68.22,81.15
26710-611,"페리II",26710,기장읍 대라리,64,65,72.30,70.61
26710-37,"세흥비치",26710,일광읍 삼성리,41,41,67.13,74.10
26710-497,"동부스위트",26710,기장읍 동부리,62,62,65.56,66.78
26710-498,"금광타워",26710,기장읍 대라리,63,63,67.47,67.32
26710-512,"동국에버리치",26710,기장읍 대라리,57,59,74.86,76.21
26710-501,"남경캐슬",26710,기장읍 동부리,49,,25.58,
26710-3,"성신목화",26710,기장읍 교리,43,,36.51,
26710-666,"쌍용더플래티넘오시리아",26710,기장읍 연화리,34,35,28.90,31.89
26710-384,"씨엘늘채움",26710,기장읍 대라리,37,39,12.75,15.04
26710-538,"베로나",26710,기장읍 대라리,54,56,44.57,47.47
26710-381,"대라하이츠",26710,기장읍 대라리,47,,42.43,
26710-547,"비룡벨로스텔라",26710,기장읍 청강리,54,56,60.17,58.88
26710-558,"노블비치",26710,일광읍 삼성리,28,29,44.63,50.04
26710-575,"삼화펠리스힐아파트",26710,기장읍 동부리,42,41,20.75,21.26
26710-82,"동양주택",26710,기장읍 대라리,51,,55.31,
26710-41,"재흥",26710,정관읍 달산리,30,30,53.78,52.70
26710-78,"테마하이츠빌",26710,기장읍 대라리,30,31,14.14,16.39
26710-58,"부산기장포스코더샵",26710,기장읍 동부리,56,57,71.06,74.88
26710-444,"남평파크뷰",26710,일광읍 삼성리,55,,73.61,
26710-621,"에스디빌라트",26710,기장읍 대라리,62,,47.08,
26710-604,"기장에코하임6차",26710,기장읍 대라리,64,,80.63,
26710-40,"성림",26710,정관읍 달산리,39,36,53.78,51.35
26710-94,"세진오션파크빌",26710,일광읍 삼성리,29,,39.77,
26710-21,"스카이아트빌",26710,기장읍 대라리,36,,31.10,
26710-38,"부전비치",26710,일광읍 이천리,62,,79.70,
26710-531,"담덕기장센텀",26710,기장읍 대라리,62,,75.10,
26710-54,"월드파크A동",26710,기장읍 동부리,49,49,34.44,36.69
26710-69,"가화만사성4차",26710,기장읍 대라리,44,44,50.94,50.14
26710-52,"금강센스빌제101동",26710,기장읍 동부리,42,39,30.21,28.79
26350-174,"경동",26350,반송동,27,26,7.37,7.65
26710-88,"덕주빌라",26710,기장읍 청강리,38,,38.45,
26710-75,"테마파크빌3차",26710,기장읍 대라리,54,,56.12,
26710-57,"센텀스위트홈",26710,기장읍 동부리,57,,67.55,
26710-582,"대동레미안센트럴시티",26710,기장읍 청강리,68,,62.65,
26710-96,"두리아2차",26710,정관읍 방곡리,57,,63.50,
26710-559,"해찬솔",26710,일광읍 삼성리,53,,79.37,
26710-585,"모드니하이츠",26710,기장읍 대라리,64,,70.69,
26710-87,"삼보무궁화",26710,기장읍 청강리,44,,32.38,
26710-552,"태윤리더스",26710,기장읍 대라리,53,,55.77,
26710-83,"기장마르빌",26710,기장읍 대라리,58,,66.46,
26710-43,"전원그린맨션A",26710,기장읍 교리,58,,80.96,
26710-10,"대라주공",26710,기장읍 대라리,46,,53.81,
26710-493,"남평파크뷰",26710,기장읍 대라리,58,,75.32,
26710-24,"동보빌라",26710,기장읍 동부리,45,,55.60,
26710-628,"더테라스",26710,기장읍 대라리,66,,66.01,
26710-56,"선아베스트빌",26710,기장읍 동부리,57,,69.47,
26140-1233,"에코팰리스3",26140,충무동3가,44,45,41.28,44.19
26440-44,"협성·DS엘리시안",26440,지사동,47,46,58.76,59.21
26440-104,"명지더웨스턴",26440,명지동,52,52,51.87,51.87
26440-118,"명지국제신도시삼정그린코아더베스트",26440,명지동,58,58,59.76,59.76
26140-1053,"오션스카이",26140,서대신동1가,50,,53.92,
26140-1236,"헤리츠아파트3차",26140,충무동1가,61,62,70.89,72.25
26140-1246,"마린포시즌2차",26140,남부민동,59,62,59.45,64.91
26140-212,"봄여름가을겨울",26140,토성동1가,53,72,92.19,82.40
26140-1228,"서대신부백자연애",26140,서대신동3가,57,61,55.97,62.00
26140-1289,"동대신역비스타동원아파트",26140,동대신동1가,33,33,16.88,19.85
26140-86,"충무쇼핑맨션",26140,남부민동,58,,79.30,
26140-193,"부민e편한세상",26140,부민동3가,51,52,52.90,54.93
26710-98,"동우그린빌라가동",26710,기장읍 대라리,31,37,14.42,18.13
26710-85,"지우센텀",26710,기장읍 대라리,46,50,40.61,43.32
26710-73,"금강궁전-1",26710,기장읍 대라리,49,61,50.32,56.50
26710-541,"리츠빌리지",26710,기장읍 교리,32,33,17.61,18.21
26710-540,"리츠빌리지",26710,기장읍 교리,34,24,24.29,25.45
26140-5,"삼익",26140,동대신동2가,54,,61.79,
26140-1129,"대신공원한신휴플러스",26140,서대신동3가,40,41,16.91,20.16
26140-51,"협성르네상스",26140,서대신동3가,58,59,78.52,78.28
26140-115,"송도혜성비치타운",26140,암남동,43,43,57.58,58.47
26140-31,"신우빌라",26140,서대신동2가,54,55,45.98,48.01
26140-97,"삼경빌라맨션",26140,암남동,50,50,52.91,53.19
26140-920,"송도봄여름가을겨울",26140,암남동,56,57,50.62,50.98
26140-1283,"충무대로봄여름가을겨울",26140,남부민동,59,60,43.25,46.68
26140-1196,"송도서린엘마르",26140,암남동,42,42,55.71,56.26
26140-40,"남성한빛가든",26140,서대신동3가,34,36,31.09,35.44
26140-928,"송도동일스위트",26140,암남동,44,45,36.50,36.50
26140-121,"한성빌라",26140,토성동5가,29,29,18.77,17.73
26140-18,"정림파크",26140,동대신동3가,33,40,24.80,40.38
26140-176,"서원스위트홈",26140,토성동5가,52,,52.42,
26140-99,"송도삼정비치맨션",26140,암남동,50,51,48.55,48.77
26140-177,"아크로폴리스",26140,토성동5가,42,41,35.41,32.67
26140-2,"진흥목화",26140,동대신동1가,64,66,71.51,78.46
26140-1149,"대신타워펠리스",26140,서대신동1가,60,58,67.74,67.82
26140-82,"LG마린타워",26140,남부민동,33,34,26.70,28.06
26140-143,"에메랄드21",26140,서대신동1가,47,46,56.38,59.72
26140-168,"서대센츄럴타운",26140,서대신동3가,60,,59.51,
26140-1040,"서영펠로우",26140,토성동5가,58,57,55.80,54.01
26140-103,"신익별장",26140,암남동,50,50,58.31,58.84
26140-1190,"한성그린아파트",26140,토성동2가,67,67,55.65,56.91
26140-104,"송도자유비치",26140,암남동,62,62,47.30,47.30
26140-73,"대림비치",26140,남부민동,34,35,21.30,21.99
26140-26,"대진골든빌리지",26140,서대신동2가,41,42,59.64,60.85
26140-1272,"서대신부백더자연애아파트",26140,서대신동1가,65,65,77.26,79.97
26140-66,"남부",26140,아미동2가,47,48,64.55,66.12
26140-175,"서원비동",26140,토성동5가,55,54,60.98,61.43
26140-1,"동대맨션",26140,동대신동1가,42,,68.90,
26140-142,"영촌아트빌",26140,서대신동1가,49,48,36.61,39.47
26140-87,"현대타운",26140,남부민동,60,62,68.45,74.36
26140-209,"구덕하이츠",26140,서대신동3가,21,23,6.13,6.50
26140-74,"대진타워맨션",26140,남부민동,39,39,37.20,37.85
26140-59,"향원밸리빌",26140,부민동1가,62,,72.20,
26140-167,"대신센츄럴타운",26140,서대신동3가,52,55,54.36,61.31
26140-1193,"다사랑빌",26140,부민동1가,61,62,55.07,57.03
26140-208,"(76-0)",26140,서대신동2가,51,51,62.20,61.56
26140-173,"서원에이동",26140,토성동5가,57,57,56.16,55.00
26140-1207,"태양아르떼",26140,충무동2가,45,46,45.81,48.17
26140-1221,"충무에코팰리스2차",26140,충무동1가,59,60,67.85,69.63
26140-1337,"충무6차에코팰리스",26140,충무동1가,50,52,48.75,51.76
26140-191,"골든캐슬",26140,동대신동2가,75,63,88.25,77.55
26140-90,"고려빌라맨션",26140,암남동,54,54,53.74,53.93
26140-1157,"서원블루오션C동",26140,토성동5가,44,43,34.06,34.34
26140-159,"위너스빌",26140,서대신동2가,51,51,64.32,63.93
26140-952,"허브센티움",26140,부민동1가,62,62,71.14,71.10
26140-1261,"세영엘도라도A동",26140,서대신동3가,64,68,58.64,65.75
26140-170,"송천",26140,서대신동3가,45,48,45.88,51.40
26140-1132,"동양하이츠",26140,부용동1가,38,,41.45,
26140-32,"자유",26140,서대신동2가,25,25,32.13,32.81
26140-35,"향원에이스타운(79)",26140,서대신동2가,44,45,49.55,49.47
26140-1209,"한우리타워4차",26140,서대신동3가,58,59,63.55,63.78
26140-1286,"툇마루家",26140,서대신동2가,62,62,40.87,42.60
26140-1107,"부백자연애",26140,토성동3가,65,65,74.30,74.85
26140-1294,"남명더라우부용",26140,부용동1가,48,49,43.70,49.32
26140-55,"대근아트",26140,부용동1가,52,50,60.80,54.73
26140-41,"대림e편한세상",26140,서대신동3가,26,27,7.13,7.85
26140-1081,"서대신엔스타(278-2)",26140,서대신동2가,51,51,75.31,75.28
26140-996,"파크갤러리아파트",26140,암남동,44,44,50.10,49.63
26140-1050,"헤리츠아파트",26140,토성동5가,67,69,74.70,74.59
26140-979,"리치W도시형생활주택",26140,서대신동1가,55,54,35.81,36.50
26140-37,"희망센츄럴타운",26140,서대신동2가,60,60,72.31,72.23
26140-38,"구덕",26140,서대신동3가,42,46,45.89,50.65
26140-1039,"대승스위트",26140,서대신동3가,51,56,52.45,61.12
26140-7,"영산",26140,동대신동2가,26,,23.99,
26140-9,"카멜롯",26140,동대신동2가,58,47,49.91,52.88
26140-62,"수근에이스타운",26140,토성동1가,35,63,18.73,48.45
26140-52,"화인",26140,서대신동3가,38,39,30.75,33.70
26140-45,"대윤스위트",26140,서대신동3가,50,52,69.56,70.22
26140-100,"송도맨션",26140,암남동,38,40,41.17,42.02
26140-166,"대신타워빌",26140,서대신동3가,53,55,54.33,60.35
26140-210,"배서티안타워",26140,서대신동3가,53,57,49.89,59.49
26140-1079,"백리휴먼빌리지",26140,서대신동3가,59,,63.94,
26140-25,"경남",26140,서대신동2가,53,,62.34,
26140-1080,"한우리타워",26140,서대신동3가,68,,69.39,
26140-1178,"토성동봄여름가을겨울",26140,토성동1가,64,,55.85,
26140-65,"건한",26140,토성동3가,65,,68.90,
26140-153,"창조드림빌라",26140,서대신동1가,39,,46.29,
26140-1005,"대신메트로빌",26140,서대신동2가,50,,44.73,
26140-145,"용문빌리지",26140,서대신동1가,53,50,55.35,57.02
26140-147,"대호그린빌라",26140,서대신동1가,59,,79.65,
26140-138,"동신그린빌",26140,동대신동3가,65,,66.20,
26140-113,"태림맨션",26140,암남동,47,,53.63,
26140-4,"로얄이스트",26140,동대신동2가,24,,21.29,
26140-16,"에덴빌리지",26140,동대신동3가,57,,59.26,
26260-2084,"동래지웰",26260,온천동,32,33,25.05,25.47
26260-120,"동원",26260,사직동,48,49,55.73,56.47
26350-2400,"해피투모로우",26350,송정동,72,73,72.45,73.65
26140-1174,"스타파크아파트",26140,토성동2가,68,,63.65,
26140-141,"하나로5차",26140,서대신동1가,53,,60.19,
26140-1358,"선경아파트",26140,부용동1가,60,,54.05,
26140-44,"대신썬빌리지B",26140,서대신동3가,55,,60.50,
26140-23,"우주그랜져빌리지",26140,서대신동1가,46,,58.21,
26140-215,"정림주택",26140,동대신동3가,34,,35.99,
26140-126,"삼부타워",26140,충무동2가,37,,39.68,
26140-20,"동대센츄럴타운",26140,동대신동3가,70,,74.30,
26140-89,"거북맨션",26140,암남동,49,,50.21,
26140-122,"도경나나빌",26140,토성동5가,56,,67.27,
26140-96,"삼경맨션",26140,암남동,49,,55.30,
26140-169,"부산빌라트",26140,서대신동3가,60,,71.53,
26350-2152,"해운대SKVIEW",26350,중동,66,64,75.78,72.70
26140-1102,"오션펠리체",26140,서대신동1가,36,,15.01,
26140-964,"크로바D동",26140,서대신동3가,51,,63.48,
26140-54,"석포로얄캐슬",26140,서대신동3가,52,,55.28,
26350-218,"장산하이츠빌라",26350,재송동,56,55,53.13,52.61
26350-153,"그린파크",26350,반여동,38,35,43.83,41.68
26350-2321,"해운대파크에비뉴",26350,우동,71,,71.46,
26350-2143,"현대아쿠아팰리스해운대",26350,중동,58,56,58.99,56.68
26350-4,"대우동삼",26350,우동,49,,47.37,
26350-52,"한보장산",26350,재송동,28,27,25.41,24.34
26350-2137,"해운대엑소디움",26350,우동,53,,45.89,
26350-31,"대신맨션",26350,재송동,59,59,58.33,58.32
26350-144,"태원빌리지",26350,송정동,62,63,69.35,69.59
26350-71,"동남하이츠맨션",26350,중동,53,50,47.85,44.35
26350-75,"삼강",26350,중동,52,50,63.18,57.77
26140-1116,"서원블루오션B동",26140,토성동5가,37,,28.80,
26260-2434,"더샵온천헤리티지",26260,온천동,64,64,50.81,50.84
26350-2142,"우신골든메르시아",26350,우동,42,,28.66,
26350-241,"성우맨션",26350,중동,50,48,61.89,58.78
26350-2096,"해운대신시가지경동메르빌",26350,중동,65,63,56.09,53.49
26350-2113,"뷔센하우스",26350,중동,29,26,21.32,18.41
26350-2338,"센텀더세진",26350,반송동,67,66,66.86,64.73
26350-82,"삼주",26350,중동,54,51,62.18,58.68
26350-2213,"센텀시티더블유",26350,재송동,65,65,78.57,79.16
26350-2151,"해운대엔스타",26350,우동,48,48,60.55,60.36
26350-15,"삼호가든맨션",26350,우동,40,39,57.96,53.29
26350-10,"벽산금호",26350,우동,35,,42.85,
26350-290,"삼보로얄캐슬",26350,송정동,63,64,78.47,78.15
26350-177,"광하주택3",26350,반송동,49,47,48.33,45.96
26350-220,"일번로얄주택",26350,재송동,57,57,63.47,63.75
26350-295,"영동써니",26350,송정동,23,24,16.69,18.68
26350-2331,"남평엔시티",26350,송정동,58,59,53.74,54.38
26350-196,"삼한3차301동",26350,반송동,36,36,23.53,25.25
26350-148,"금강비치빌",26350,송정동,55,56,61.50,63.09
26350-168,"현대1차",26350,반여동,24,,28.94,
26350-169,"현대3",26350,반여동,25,22,26.86,24.40
26350-89,"이진캐스빌",26350,중동,33,,30.02,
26350-298,"청목마리안",26350,중동,62,60,60.55,58.12
26350-2165,"해운대협성엠파이어",26350,우동,28,27,22.79,19.67
26350-76,"삼성콘도맨션",26350,중동,56,,67.96,
26350-57,"센텀협성",26350,재송동,57,57,59.97,60.14
26350-2115,"해운대한솔솔파크",26350,우동,37,36,38.27,37.11
26350-175,"광하주택A동",26350,반송동,62,61,69.69,67.96
26350-45,"센텀이진캐스빌",26350,재송동,42,,50.32,
26350-181,"삼정그린코아",26350,반송동,58,56,56.80,55.53
26350-293,"대원하이츠2차",26350,송정동,52,,51.27,
26350-277,"백세해운대빌라1차",26350,중동,26,22,21.79,16.47
26350-2296,"센텀에코하임",26350,재송동,58,58,51.31,50.65
26350-217,"남양로얄타운",26350,재송동,54,54,50.16,49.77
26350-2230,"디어하임센텀",26350,재송동,66,65,60.27,60.16
26350-2337,"센텀드림힐",26350,재송동,41,40,33.52,32.12
26350-262,"대림엠파이어빌라",26350,중동,21,19,29.50,26.63
26350-179,"동삼초원",26350,반송동,39,37,44.59,42.93
26350-354,"장산상가맨션",26350,반여동,40,36,37.12,35.53
26350-252,"벨로스",26350,중동,46,42,39.88,36.74
26350-69,"대림비치",26350,중동,54,52,74.93,72.72
26350-44,"유창맨션",26350,재송동,41,40,66.17,66.26
26350-216,"유림빌라",26350,재송동,54,53,51.77,51.59
26350-2346,"럭스빌비치",26350,송정동,56,57,57.56,58.22
26350-36,"서해재송",26350,재송동,50,50,65.05,64.75
26350-46,"이화맨션",26350,재송동,44,43,36.70,36.42
26350-296,"라온힐즈",26350,송정동,20,20,13.18,14.56
26350-185,"영화",26350,반송동,55,55,70.80,71.27
26350-200,"상림팰리스빌",26350,중동,23,20,22.78,20.25
26350-2228,"센텀캐슬",26350,재송동,61,61,66.09,66.73
26350-231,"신춘하나빌",26350,우동,53,,77.34,
26350-204,"동서하이빌아파트",26350,송정동,26,28,18.85,21.23
26350-157,"삼익그린맨션",26350,반여동,61,58,78.68,77.81
26350-201,"아시아나비치",26350,송정동,56,57,62.00,63.70
26350-297,"그린빌라",26350,송정동,16,17,13.18,14.47
26350-284,"중동맨션",26350,중동,47,42,44.57,34.54
26350-77,"삼성타워",26350,중동,54,50,61.89,57.29
26350-191,"경원프라우드빌",26350,좌동,58,,61.46,
26290-267,"동성아트A",26290,감만동,44,,48.31,
26350-73,"마마아파트",26350,중동,50,,57.39,
26350-276,"동부썬빌라",26350,중동,18,12,18.28,14.57
26350-361,"동부문빌라",26350,중동,22,19,19.90,16.52
26350-299,"해운대석포로얄캐슬",26350,중동,53,49,55.14,51.67
26350-292,"신우비치맨션",26350,송정동,54,65,65.32,66.24
26350-188,"영광그린파크(나)",26350,재송동,49,49,39.67,39.02
26350-260,"동아해운대빌라",26350,중동,29,,35.08,
26350-61,"센텀대원",26350,재송동,42,41,64.02,63.19
26350-54,"해강소라",26350,재송동,53,,38.43,
26350-263,"대림해운대빌라",26350,중동,22,,30.62,
26350-254,"그린힐1차",26350,중동,37,,25.39,
26350-86,"아남하이츠3차",26350,중동,17,,24.96,
26350-59,"센텀삼흥",26350,재송동,40,45,68.21,67.74
26350-246,"성완아이렉스원룸",26350,중동,63,63,62.87,60.46
26350-8,"동부올림픽타운",26350,우동,70,71,84.73,84.15
26350-2336,"서진늘해랑",26350,송정동,68,,72.95,
26350-213,"홍림센텀아파트",26350,반여동,24,,35.03,
26350-253,"라메르빌라",26350,중동,49,,42.70,
26350-245,"토명비치빌",26350,중동,63,,67.51,
26350-268,"스카이파크1차",26350,중동,28,,24.36,
26350-108,"경남",26350,좌동,23,23,11.00,11.48
26350-2109,"현대아쿠아팰리스동백섬",26350,우동,53,,59.61,
26350-2266,"이담채",26350,송정동,54,,50.97,
26350-285,"엘리트빌라",26350,중동,44,,40.18,
26350-2127,"경동메르빌골드",26350,중동,39,37,32.08,29.04
26350-226,"태석102동",26350,우동,52,,45.68,
26350-357,"진달래",26350,재송동,54,,70.24,
26350-2316,"한영아르미안",26350,중동,71,,66.12,
26350-150,"대산",26350,반여동,41,,60.17,
26350-251,"보현빌라",26350,중동,48,,41.63,
26350-2145,"대우월드마크센텀",26350,우동,59,58,67.22,63.50
26350-43,"영광그린파크(가)",26350,재송동,57,58,54.21,54.38
26350-362,"민화그린빌라",26350,반송동,37,,48.44,
26320-137,"삼한힐파크",26320,화명동,55,56,50.99,51.77
26320-1460,"쌍용스윗닷홈",26320,만덕동,59,59,41.61,40.97
26320-17,"삼정그린코아",26320,구포동,57,57,66.94,68.04
26320-1542,"화명롯데캐슬카이저",26320,화명동,58,57,55.45,54.75
26320-110,"동원",26320,만덕동,51,50,44.90,44.73
26320-1732,"더 래디언트 금정산",26320,만덕동,57,57,69.84,69.70
26320-15,"부광맨션",26320,구포동,51,52,44.00,46.53
26320-138,"화명그린힐",26320,화명동,50,51,33.97,34.62
26320-34,"금곡5단지주공",26320,금곡동,49,49,59.14,59.14
26320-1785,"포레나부산덕천2차",26320,덕천동,68,68,72.08,72.15
26320-27,"구포현대",26320,구포동,53,54,66.53,67.57
26320-153,"수정강변타운",26320,화명동,40,40,55.80,55.83
26320-1483,"덕천삼정그린코아",26320,덕천동,52,52,48.05,46.60
26320-33,"금곡3단지주공",26320,금곡동,39,39,35.17,35.17
26320-1606,"구포동원로얄듀크비스타",26320,구포동,61,61,64.90,66.04
26320-115,"만덕2주공",26320,만덕동,52,51,65.50,65.28
26320-1740,"이편한세상금정산",26320,만덕동,49,49,56.44,57.63
26320-189,"유림노르웨이숲",26320,구포동,47,48,32.17,34.75
26320-1763,"포레나부산덕천1차",26320,덕천동,69,69,87.90,88.25
26320-39,"화명한일유앤아이",26320,금곡동,59,59,39.77,39.77
26320-152,"대림쌍용강변타운",26320,화명동,55,55,44.29,43.29
26320-1738,"화명푸르지오헤리센트",26320,화명동,67,67,65.25,66.18
26350-2384,"센텀리슈빌1단지",26350,재송동,58,58,65.44,65.72
26350-302,"협성프라임빌",26350,우동,26,26,9.36,8.21
26320-1599,"엘가",26320,화명동,45,46,32.23,32.92
26320-61,"롯데낙천대",26320,화명동,72,72,71.66,72.08
26320-1659,"백양디이스트(1단지)",26320,만덕동,49,48,19.56,18.47
26320-1755,"백양산베스티움에코포레",26320,만덕동,23,24,22.88,23.80
26320-1746,"백양디이스트(3단지)",26320,만덕동,55,55,43.87,43.45
26320-13,"벽산그린필드",26320,구포동,45,46,25.49,26.56
26320-1489,"만덕3휴먼시아",26320,만덕동,57,57,51.74,52.53
26320-32,"협진태양·조성아파트",26320,금곡동,41,41,28.10,28.10
26320-57,"화명유림",26320,화명동,34,34,35.21,35.74
26320-130,"그린숲속아파트",26320,화명동,28,28,13.72,14.04
26320-2,"곡산주택",26320,구포동,27,28,22.40,23.41
26320-46,"대림타운",26320,화명동,58,58,42.45,43.75
26320-1734,"덕천역이즈카운티",26320,덕천동,53,52,53.24,51.54
26320-1759,"화명플리체비스타동원",26320,화명동,45,46,46.89,48.09
26320-107,"대성타워",26320,만덕동,65,65,55.47,55.23
26320-42,"경남아너스빌",26320,화명동,60,60,55.49,55.53
26320-54,"코오롱",26320,화명동,36,36,28.91,29.47
26320-60,"대우이안",26320,화명동,58,58,40.04,39.17
26320-1653,"e편한세상화명힐스",26320,화명동,73,73,75.73,76.13
26320-38,"벽산삼협한솔",26320,금곡동,59,59,60.04,60.04
26320-1668,"태성캐슬",26320,구포동,51,52,46.11,49.38
26320-65,"대방",26320,덕천동,63,63,75.13,74.94
26320-55,"화명2차현대",26320,화명동,58,58,48.91,49.66
