aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26170-810,"하버씨티",26170,초량동,53,54,40.49,41.79
26170-818,"성무아이반스타",26170,범일동,53,54,42.49,44.94
26170-823,"베스안오션뷰",26170,수정동,64,63,74.55,74.70
26170-830,"모티더베스트빌",26170,수정동,71,70,62.59,60.46
26170-833,"어반오션시티",26170,범일동,47,47,26.65,23.48
26170-835,"서면베스티움더시티",26170,범일동,56,57,53.01,53.64
26200-603,"시영(1동)",26200,봉래동5가,40,40,52.21,52.65
26200-689,"제이스힐타워",26200,남항동1가,49,49,62.28,62.28
26530-108,"남영",26530,덕포동,52,51,65.32,62.68
26200-33,"골든빌리지",26200,봉래동3가,39,39,38.75,38.75
26200-4,"남일",26200,남항동3가,38,39,43.26,44.07
26200-56,"동광세화맨션",26200,동삼동,49,50,55.52,55.86
26200-609,"대성타워",26200,동삼동,55,55,46.32,46.51
26200-64,"삼창파크맨션2동",26200,동삼동,47,47,57.49,57.84
26200-660,"페로스타워",26200,동삼동,33,34,41.41,41.77
26200-695,"비온뒤",26200,청학동,45,45,51.35,50.60
26200-719,"퀸페로스",26200,남항동1가,50,50,23.90,23.90
26200-729,"클래식시티",26200,청학동,53,52,49.73,49.40
26200-74,"전원파크맨션",26200,동삼동,31,31,45.58,45.85
26200-740,"유원블루파크",26200,봉래동1가,63,63,70.52,71.14
26200-743,"골든에이지",26200,남항동2가,59,60,51.74,52.14
26200-744,"골드클래스",26200,동삼동,50,50,42.27,42.69
26200-754,"비룡벨로스텔라",26200,동삼동,43,44,52.58,53.36
26200-758,"로웰타워",26200,대교동1가,65,65,85.10,85.45
26200-763,"영도봄여름가을겨울",26200,대교동1가,65,65,80.71,81.08
26200-88,"선경하우스",26200,영선동3가,47,47,45.96,46.69
26530-1093,"엘크루센트로아파트",26530,감전동,60,60,68.63,68.08
26530-21,"유원",26530,덕포동,55,53,66.73,63.82
26530-33,"우신모라",26530,모라동,49,49,36.73,35.54
26530-48,"엄궁",26530,엄궁동,20,20,36.50,36.50
26530-72,"주례",26530,주례동,45,46,60.59,62.49
26530-801,"창우블루빌",26530,주례동,57,58,53.48,56.71
26530-81,"현대무지개타운",26530,주례동,38,38,37.85,37.85
26530-1037,"굿모닝뷰",26530,괘법동,54,53,34.99,32.88
26530-105,"리치플러스",26530,괘법동,51,51,79.60,79.17
26530-1057,"네오리더스사상",26530,괘법동,60,60,65.47,65.85
26530-1073,"사상역경보센트리안",26530,괘법동,56,56,44.63,43.88
26530-1077,"모라역베스티움더시티",26530,모라동,49,50,42.09,42.27
26530-112,"고려아펠리아",26530,주례동,74,76,85.27,87.76
26530-1121,"사상역봄여름가을겨울",26530,괘법동,54,54,67.68,67.33
26530-127,"경동윈츠빌",26530,주례동,71,72,82.48,84.00
26530-15,"덕포늘푸른",26530,덕포동,53,51,52.30,49.15
26530-36,"창신그린힐",26530,모라동,51,51,30.46,28.78
26530-39,"협성",26530,모라동,43,43,49.05,48.17
26530-5,"일자맨션",26530,괘법동,40,39,50.71,48.72
26530-54,"광우파크",26530,주례동,42,43,34.11,34.46
26530-61,"주례벽산",26530,주례동,21,22,19.04,19.13
26530-78,"태원",26530,주례동,49,50,50.72,53.01
26530-85,"금강",26530,학장동,53,54,47.75,48.09
26530-902,"휴그린",26530,엄궁동,65,65,56.30,56.30
26530-909,"파밀리아",26530,괘법동,44,44,67.11,67.28
26530-93,"삼정송림맨션",26530,학장동,43,43,39.20,39.36
26530-930,"주례센텀",26530,주례동,54,55,44.43,44.40
26530-96,"청파",26530,학장동,47,47,59.00,59.05
26530-973,"파밀리아괘법4차",26530,괘법동,54,54,37.74,36.48
26530-984,"진영프라임제이",26530,주례동,44,45,52.19,53.57
26710-535,"동일스위트3차",26710,정관읍 모전리,48,48,43.70,43.70
26710-66,"이진테마빌",26710,기장읍 서부리,42,43,42.17,45.06
26710-15,"센트럴파크빌라6차",26710,기장읍 대라리,29,30,18.29,19.63
26140-111,"전원비치맨션",26140,암남동,39,39,55.71,56.26
26140-112,"송도정림비치타운",26140,암남동,59,59,44.18,45.58
26140-1188,"에코펠리스",26140,충무동2가,50,51,51.32,52.78
26140-1215,"미소드림",26140,서대신동1가,52,48,46.77,44.87
26140-192,"유니온캐슬2차",26140,서대신동1가,52,49,62.02,59.99
26350-62,"센텀재송빌",26350,재송동,48,47,57.41,57.33
26710-23,"대진로얄",26710,기장읍 동부리,52,52,57.13,57.14
26710-26,"동산백조",26710,기장읍 동부리,47,48,53.13,54.44
26710-28,"부전베스트",26710,기장읍 동부리,42,41,36.93,35.54
26710-382,"해맞이빌",26710,일광읍 삼성리,48,48,71.81,76.06
26710-4,"욱일",26710,기장읍 교리,60,63,72.97,78.55
26710-5,"전원그린맨션B동",26710,기장읍 교리,57,60,64.87,68.02
26710-548,"씨앤스타빌",26710,기장읍 청강리,56,58,52.75,51.86
26710-55,"대정베스트빌",26710,기장읍 동부리,43,44,34.77,37.08
26710-592,"삼협아띠랑스",26710,기장읍 대라리,56,57,76.95,78.86
26710-597,"에코하임기장",26710,기장읍 대라리,59,60,79.78,79.01
26710-626,"에이원더시티",26710,기장읍 대라리,61,63,80.51,81.12
26710-627,"동부산어반리움",26710,기장읍 대라리,62,63,71.26,69.97
26710-643,"센트리움기장",26710,기장읍 대라리,61,63,70.49,68.80
26710-8,"원재아트빌",26710,기장읍 교리,43,46,48.88,52.36
26710-91,"대변그린비치빌",26710,기장읍 대변리,27,27,21.20,23.89
26710-93,"세진오션리조트빌",26710,일광읍 삼성리,31,31,49.31,53.23
26350-6,"대우마리나2",26350,우동,48,,50.98,
26350-2121,"두산위브포세이돈",26350,우동,41,,26.08,
26350-237,"프린스빌라",26350,우동,47,,62.48,
26350-2375,"마린시티자이",26350,우동,57,,30.41,
26140-106,"송도탑스빌",26140,암남동,62,63,60.70,60.19
26140-110,"일원타워맨션",26140,암남동,35,36,38.58,38.95
26140-1145,"오션스카이블루",26140,서대신동2가,52,52,29.62,29.94
26140-1204,"민송베른시티",26140,남부민동,62,65,59.75,65.24
26140-1220,"서원블루오션D동",26140,부민동1가,62,63,54.29,56.76
26140-1256,"한영리더스",26140,토성동5가,37,38,33.93,34.86
26140-1258,"대신에코팰리스",26140,서대신동1가,57,56,38.67,41.09
26140-1266,"미소지음6차",26140,동대신동1가,54,54,47.21,50.11
26140-1275,"효정풍경채",26140,서대신동3가,61,65,56.81,64.32
26140-154,"석포로얄캐슬3차",26140,서대신동2가,53,53,34.44,34.64
26140-172,"금호아트빌",26140,토성동1가,44,63,37.63,54.97
26140-56,"청산",26140,부용동1가,49,48,70.25,68.90
26140-64,"중보빌라",26140,토성동3가,56,57,56.04,57.33
26140-69,"아미전원빌라",26140,아미동2가,34,35,47.94,49.87
26140-81,"신흥동백빌라",26140,남부민동,48,51,55.90,59.51
26140-92,"금강송도타운",26140,암남동,43,43,45.43,45.58
26350-2242,"해운대양우내안애팰리스",26350,중동,61,58,56.86,52.56
26350-2327,"조희라메르",26350,송정동,50,52,42.29,46.73
26350-2381,"해운대경보이리스오션",26350,중동,74,73,76.91,75.00
26350-60,"삼화파크맨션",26350,재송동,40,39,63.54,63.28
26350-23,"해운파크맨션",26350,우동,39,,46.66,
26320-1784,"창신(B동)",26320,구포동,49,,61.03,
26290-23,"글로리리치빌",26290,대연동,50,50,55.91,55.61
26290-76,"무학프라자",26290,문현동,53,53,68.06,67.60
26320-11,"백조그린타운",26320,구포동,37,37,31.11,32.99
26320-114,"럭키2",26320,만덕동,43,43,33.54,33.25
26320-120,"벽산라인타운",26320,만덕동,51,51,42.85,43.38
26320-122,"북부",26320,만덕동,51,50,59.29,59.50
26320-1481,"화명동롯데캐슬멤버스",26320,화명동,47,47,44.61,45.32
26320-159,"미금기찰빌라",26320,덕천동,44,44,24.43,24.16
26320-1661,"묘성폴라리스",26320,구포동,57,58,63.15,64.80
26320-1701,"지평웰리브",26320,구포동,55,56,47.65,48.69
26320-19,"신진2차",26320,구포동,29,29,15.59,17.00
26320-41,"대성하이츠빌",26320,금곡동,48,48,48.99,48.99
26320-56,"화명대우",26320,화명동,41,41,39.98,40.43
26320-66,"덕천대성",26320,덕천동,54,54,68.86,68.52
26320-72,"기비골마을",26320,덕천동,47,46,53.72,52.90
26320-80,"부원",26320,덕천동,45,45,60.80,60.47
26320-9,"명굉강변맨션",26320,구포동,33,34,47.36,50.41
26350-102,"협진태양",26350,중동,50,46,55.31,49.72
26350-2190,"쏠데까사",26350,송정동,58,59,52.78,53.19
26350-224,"대원",26350,재송동,20,19,16.32,15.59
26350-257,"삼안스튜디오1차",26350,중동,37,34,30.06,26.86
26350-41,"센텀안성타워",26350,재송동,44,43,36.85,36.23
26350-58,"혜성골든타운",26350,재송동,28,27,25.13,24.01
26350-68,"달맞이우성빌라트",26350,중동,41,38,34.78,31.86
26290-149,"광이드림타워",26290,대연동,51,,50.45,
26290-2339,"드림",26290,대연동,31,,22.59,
26290-1,"금강",26290,대연동,24,,24.52,
26290-1920,"은하",26290,대연동,44,,28.80,
26290-102,"대연동동일스위트",26290,대연동,60,60,65.30,66.71
26290-103,"희성수빌리지",26290,대연동,63,64,77.88,78.56
26290-104,"송원쉐르빌",26290,대연동,63,63,79.32,78.93
26290-129,"정원힐타워",26290,대연동,54,55,54.88,55.48
26290-131,"명진프라임빌",26290,대연동,52,53,51.12,50.57
26290-144,"글로리에버빌",26290,대연동,70,70,84.24,84.12
26290-214,"한백아트빌",26290,대연동,36,,32.08,
26290-182,"대동그린빌",26290,대연동,44,44,49.42,49.83
26290-1951,"영남빌로체",26290,우암동,61,61,56.06,56.06
26290-2014,"수피아주상복합",26290,용호동,56,57,55.46,56.26
26290-205,"예광스카이빌라",26290,대연동,68,69,79.79,81.13
26290-22,"대연동원",26290,대연동,56,56,43.44,43.24
26290-221,"삼정",26290,용호동,50,50,50.00,50.00
26290-231,"영신맨션",26290,용호동,40,41,48.16,48.68
26290-233,"동산그린맨션",26290,용호동,53,53,55.69,55.99
26290-2520,"홍익빌레트Ⅲ",26290,문현동,66,66,76.50,76.64
26290-2523,"더베이하우스",26290,용호동,59,60,62.24,62.71
26290-2670,"미가",26290,용호동,62,62,59.36,59.68
26290-2701,"정성재아파트",26290,대연동,52,53,29.72,30.71
26290-310,"골든밸류빌",26290,문현동,59,59,62.01,61.68
26290-321,"중경맨션",26290,용호동,50,50,46.15,46.90
26290-40,"한진훼미리타운",26290,용호동,36,36,38.68,39.00
26470-1,"거성",26470,거제동,39,40,56.28,57.58
26470-83,"세영",26470,연산동,56,,78.81,
26290-91,"영광드림타워",26290,대연동,53,54,57.49,57.67
26470-100,"창신",26470,연산동,41,41,37.73,38.34
26470-1198,"신우피렌체",26470,연산동,56,56,49.10,49.97
26470-1251,"포세이돈",26470,연산동,53,53,54.78,56.37
26470-129,"서진하이트빌",26470,연산동,43,44,38.37,39.65
26470-1422,"월드파크3",26470,거제동,57,58,61.25,63.03
26470-1424,"에이스리버팰리스",26470,연산동,42,42,37.79,37.30
26470-145,"목련빌라",26470,연산동,50,51,46.68,47.63
26470-1519,"명품블루파크",26470,연산동,46,46,22.11,22.09
26470-153,"윤강하이츠빌라",26470,연산동,42,42,34.38,33.90
26470-1565,"지성캐슬",26470,연산동,57,57,47.86,48.77
26470-1915,"시청역동원시티비스타",26470,연산동,63,63,60.93,61.92
26470-198,"늘푸른파크",26470,연산동,31,32,18.77,18.72
26470-207,"보성하이츠빌라2차",26470,연산동,50,51,55.24,56.94
26470-215,"신풍골든",26470,연산동,58,59,57.51,58.06
26470-85,"연산쌍용",26470,연산동,59,60,70.11,71.19
26470-99,"진흥목화",26470,연산동,48,49,48.64,50.11
26500-112,"망미",26500,망미동,50,50,72.38,72.38
26500-1392,"성원상떼빌",26500,광안동,67,67,78.85,78.43
26500-17,"글로벌",26500,광안동,41,41,54.64,53.98
26500-2132,"라움팰리스타워",26500,남천동,67,66,71.59,71.51
26500-242,"대우포르투나",26500,남천동,45,43,36.47,35.91
26500-266,"송현다미랑",26500,민락동,42,43,30.37,32.39
26500-32,"소라맨션",26500,남천동,36,,5.45,
26500-101,"크라운",26500,망미동,47,47,54.32,54.32
26500-1382,"동트레",26500,광안동,60,59,52.43,51.86
26500-150,"솔내음파비르",26500,광안동,52,52,43.47,43.84
26500-155,"금잔디",26500,광안동,57,57,59.08,58.39
26500-156,"보람빌리지",26500,광안동,50,50,50.77,50.34
26500-158,"아침해오름",26500,광안동,60,59,61.82,60.48
26500-173,"승우맨션(나동)",26500,광안동,39,38,51.93,50.10
26500-1737,"남천알파타워",26500,남천동,51,49,48.76,47.82
26500-1838,"파크블루V",26500,광안동,62,62,64.36,62.91
26500-1941,"광일센텀스카이뷰",26500,광안동,79,79,85.08,83.62
26500-197,"남강스위트홈",26500,광안동,45,45,45.02,43.64
26500-1984,"삼인스카이뷰",26500,남천동,49,48,63.67,63.32
26500-206,"주안골드빌리지",26500,광안동,43,43,55.57,53.75
26500-2172,"센텀디아이리더스",26500,광안동,73,73,90.40,90.01
26500-2288,"리부스남천",26500,남천동,66,65,72.17,71.43
26500-2349,"남천세원수아파트",26500,남천동,56,55,39.98,38.99
26500-2368,"광안에코하임센트럴뷰",26500,광안동,53,53,61.32,59.91
26500-243,"광안명진웰리치",26500,광안동,38,39,38.65,39.46
26500-2478,"광안포디움프레스티지",26500,광안동,42,43,38.28,39.11
26500-64,"금토그랑프리빌",26500,민락동,52,55,56.81,60.65
26500-70,"동산오차드힐",26500,광안동,37,38,29.16,29.59
26500-76,"망미스위트빌",26500,망미동,42,42,23.51,23.51
26500-88,"예광스카이파크",26500,망미동,55,55,47.64,47.64
26500-9,"산호비치",26500,광안동,34,34,26.21,26.25
26410-2432,"금정산태진팰리스2차",26410,장전동,64,64,72.09,72.81
26410-161,"부영벽산",26410,구서동,54,55,62.33,63.94
26410-182,"일신크리스탈빌라",26410,구서동,35,35,40.27,40.04
26410-1908,"명승명가",26410,구서동,51,50,44.72,46.10
26410-200,"궁전쉐르빌",26410,구서동,49,49,58.97,59.88
26410-2190,"구서동피닉스빌",26410,구서동,52,52,68.52,69.17
26410-2220,"남산동신화하니엘",26410,남산동,65,65,75.97,77.19
26410-2259,"삼한골든뷰",26410,구서동,51,51,42.50,43.83
26410-2425,"(207-3)",26410,서동,52,55,62.06,63.98
26410-268,"성원맨투로빌",26410,구서동,48,48,61.10,62.00
26410-280,"구서벽산메가트리움",26410,구서동,57,57,43.96,45.25
26410-289,"구서쌍용스윗닷홈",26410,구서동,42,42,39.86,39.78
26410-309,"중앙시티빌",26410,부곡동,32,33,44.94,47.43
26410-330,"정원맨션",26410,서동,36,39,40.27,47.99
26500-125,"홍익라이프가동",26500,민락동,54,56,59.51,62.77
26500-1618,"성우스카이뷰",26500,광안동,41,41,45.90,46.84
26500-1702,"한성그린",26500,남천동,37,35,56.40,55.36
26500-1705,"일성센텀스카이뷰",26500,광안동,70,69,88.70,87.67
26500-1800,"병산프리덤",26500,민락동,47,47,33.25,34.55
26500-187,"부일그린빌",26500,광안동,40,40,31.67,31.99
26500-1964,"정원센텀뷰",26500,광안동,74,73,75.78,74.65
26500-217,"로타리",26500,광안동,55,55,76.10,75.03
26500-2180,"광안지음주상복합",26500,광안동,46,47,34.54,35.05
26500-220,"신라탑스빌",26500,광안동,71,70,90.62,90.14
26500-2286,"광안비치올리브씨",26500,광안동,45,45,24.94,25.19
26410-16,"금정",26410,부곡동,44,,53.24,
26410-2431,"산들마을",26410,구서동,55,55,37.18,38.35
26410-187,"진흥목화",26410,구서동,48,48,50.27,50.72
26410-1906,"해성비발디",26410,남산동,57,56,44.46,42.94
26410-1927,"해피투모로우",26410,부곡동,57,57,63.14,65.01
26410-205,"멤버스빌라트",26410,구서동,55,55,55.41,56.41
26410-213,"구서건흥",26410,구서동,55,55,78.40,78.89
26410-2134,"금성타운",26410,회동동,26,26,24.35,24.61
26410-2138,"부산대역삼정그린코아마운틴동",26410,부곡동,61,62,75.57,77.11
26410-2182,"청룡동협성엠파이어",26410,청룡동,77,75,83.45,81.58
26410-220,"동산오챠드힐",26410,청룡동,67,64,64.37,61.40
26410-229,"우남카사벨라",26410,남산동,60,59,52.31,52.12
26410-2297,"지성캐슬",26410,남산동,68,68,59.31,61.05
26410-231,"남산미네르빌",26410,남산동,55,55,54.77,55.68
26410-2323,"백리명가에덴",26410,장전동,60,60,65.10,66.27
26410-2400,"골든팰리스-더파크",26410,청룡동,50,46,46.61,41.45
26410-246,"해성체르니B동",26410,남산동,31,,20.98,
26410-2487,"휴림아르페",26410,구서동,58,58,40.88,42.09
26410-2552,"남평N-CITY",26410,구서동,55,56,52.71,54.71
26410-277,"새천년골든밸류빌",26410,구서동,57,57,49.01,49.56
26410-278,"덕인센추리온",26410,구서동,56,56,57.86,59.40
26410-283,"벽송",26410,구서동,55,55,41.68,42.04
26410-322,"홍원메르디앙",26410,부곡동,53,54,47.09,48.99
26410-53,"금강빌라",26410,장전동,22,21,18.85,19.05
26410-6,"신동아",26410,서동,37,39,45.39,51.49
26410-245,"해성체르니",26410,남산동,33,30,23.39,20.33
26260-1898,"허브센티움Ⅲ",26260,온천동,64,64,81.00,81.61
26260-1998,"허브팰리스",26260,온천동,63,62,63.82,64.45
26260-2042,"대가하이츠",26260,명장동,45,45,23.48,23.13
26260-2052,"온천동유림노르웨이숲",26260,온천동,47,47,37.09,36.87
26260-2055,"천일스카이원",26260,명륜동,62,62,55.93,54.65
26260-2134,"아델리아",26260,낙민동,56,57,41.57,42.42
26260-2196,"블리시움",26260,낙민동,60,60,50.64,52.42
26410-133,"왕신하이츠빌라",26410,남산동,38,36,41.14,39.55
26410-155,"남영하이빌",26410,구서동,52,53,41.90,43.05
26410-2084,"남산하이시티",26410,남산동,51,50,45.05,42.49
26410-222,"남산그린",26410,청룡동,61,58,61.24,56.79
26410-224,"네오밸리스",26410,청룡동,32,28,27.01,21.65
26410-2284,"우일아내트",26410,남산동,61,61,49.93,49.29
26410-2345,"온천리젠시타워아파트",26410,부곡동,59,59,60.35,61.74
26410-239,"정구팰리스",26410,남산동,67,67,90.79,90.80
26410-240,"태경그린빌",26410,남산동,66,67,85.56,88.04
26410-2492,"대성타워팰리스",26410,구서동,55,56,65.39,66.41
26410-2606,"구서1차봄여름가을겨울",26410,구서동,61,61,65.22,65.43
26410-300,"행복이가득한집A",26410,장전동,22,20,10.75,9.72
26410-323,"부곡일천베스파",26410,부곡동,52,53,47.83,50.04
26410-325,"희재하이빌",26410,부곡동,43,43,31.29,32.51
26410-329,"부호하이츠",26410,부곡동,61,61,78.34,79.57
26410-381,"석탑그레이스빌",26410,구서동,51,50,68.31,68.43
26410-390,"태안에버빌",26410,부곡동,59,60,57.35,57.97
26260-2062,"씨티포레",26260,온천동,37,,28.86,
26260-1468,"SK허브올리브",26260,온천동,57,57,63.98,64.65
26260-1752,"홍림그린피아",26260,온천동,41,41,38.54,39.47
26260-1777,"비룡벨로스텔라",26260,온천동,65,64,62.52,62.81
26260-1778,"금오에코팰리스",26260,온천동,48,49,55.18,55.51
