aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26470-1049,"에이젠아파트",연제구,11-20,unknown,MISSING,66.2,59.0
26470-27,"진흥목화",연제구,31+,<100,MISSING,55.8,28.3
26470-224,"창광빌리지(1293-18)",연제구,21-30,unknown,MISSING,68.3,46.0
26470-21,"산호(1462-3)",연제구,31+,unknown,MISSING,41.7,16.0
26470-61,"동서연천타워",연제구,31+,100-299,MISSING,41.9,38.7
26500-1929,"광안예서더불어",수영구,11-20,100-299,MISSING,66.3,61.0
26500-1945,"세종엠스테이3차",수영구,0-10,<100,MISSING,71.4,57.1
26500-2131,"월드파크5",수영구,0-10,100-299,MISSING,54.2,64.6
26500-2245,"남천우성스마트시티뷰",수영구,0-10,<100,MISSING,56.5,66.1
26500-2479,"테넌바움294",수영구,0-10,100-299,KNOWN,53.7,79.6
26500-6,"금보빌라타운",수영구,31+,100-299,MISSING,41.6,33.9
26500-116,"이편한세상1차",수영구,21-30,300-499,KNOWN,51.3,61.4
26500-1892,"힐탑더블시티",수영구,11-20,100-299,KNOWN,70.7,71.4
26500-2455,"더샵남천프레스티지",수영구,0-10,500-999,KNOWN,74.9,86.4
26500-2061,"센텀비스타동원",수영구,0-10,500-999,KNOWN,67.3,81.2
26500-39,"화목타운",수영구,31+,100-299,MISSING,58.1,35.8
26470-3049,"레이카운티(3단지)",연제구,0-10,1000+,KNOWN,73.9,89.8
26470-70,"부림(327-1)",연제구,31+,unknown,MISSING,40.5,14.4
26470-219,"에이스빌(1293-2)",연제구,21-30,unknown,MISSING,66.9,47.8
26470-247,"새연산(1825-2)",연제구,31+,unknown,MISSING,50.8,16.8
26470-3051,"레이카운티(5단지)",연제구,0-10,1000+,KNOWN,74.1,90.2
26470-45,"국제",연제구,31+,<100,MISSING,52.6,29.4
26470-76,"삼보맨션",연제구,31+,100-299,MISSING,52.9,37.4
26470-64,"동원",연제구,31+,<100,MISSING,50.8,22.5
26500-29,"삼익비치",수영구,31+,1000+,MISSING,49.7,52.1
26500-2361,"경동리인",수영구,0-10,<100,MISSING,54.5,68.3
26500-74,"센텀비치푸르지오",수영구,21-30,1000+,KNOWN,48.1,70.7
26500-213,"중경",수영구,31+,<100,MISSING,47.0,22.0
26500-2470,"이린타워빌10",수영구,0-10,<100,MISSING,65.9,58.7
26500-49,"오양장미",수영구,31+,<100,MISSING,40.9,27.2
26500-23,"뉴비치",수영구,31+,500-999,KNOWN,54.1,50.8
26500-2281,"광안자이",수영구,0-10,500-999,KNOWN,59.1,83.4
26500-1839,"쌍용예가디오션",수영구,11-20,500-999,KNOWN,70.7,77.6
26500-1397,"더샵파크리치",수영구,11-20,500-999,KNOWN,60.4,74.4
26500-66,"현대",수영구,31+,1000+,MISSING,50.6,54.7
26500-1983,"e편한세상광안비치",수영구,0-10,300-499,KNOWN,47.5,73.4
26500-117,"수영협성르네상스타운",수영구,21-30,500-999,KNOWN,49.9,67.9
26500-2228,"e편한세상오션테라스4단지",수영구,0-10,300-499,KNOWN,43.5,77.8
26500-2225,"수영SKVIEW1단지",수영구,0-10,1000+,KNOWN,61.4,83.4
26500-24,"남천동원로얄듀크",수영구,21-30,300-499,KNOWN,64.1,62.8
26500-1390,"광안현대하이페리온",수영구,11-20,100-299,KNOWN,56.2,65.3
26500-52,"망미한신",수영구,31+,100-299,MISSING,47.2,41.4
26500-75,"롯데캐슬자이언트",수영구,21-30,500-999,KNOWN,40.5,68.1
26500-2482,"힐스테이트남천더퍼스트",수영구,0-10,100-299,KNOWN,72.8,74.4
26500-1412,"코오롱하늘채골든비치",수영구,11-20,500-999,KNOWN,65.3,76.8
26500-1852,"부산더샵센텀포레",수영구,11-20,unknown,MISSING,55.4,71.6
26500-2068,"망미이진캐스빌",수영구,0-10,300-499,KNOWN,56.5,71.5
26500-115,"이편한세상2차",수영구,21-30,unknown,MISSING,49.9,51.4
26500-1364,"이편한세상3차",수영구,21-30,500-999,KNOWN,50.1,65.4
26500-2128,"광안더샵",수영구,0-10,100-299,KNOWN,66.4,71.4
26500-1387,"롯데골드로즈",수영구,11-20,100-299,MISSING,67.8,60.0
26500-26,"백산",수영구,31+,100-299,MISSING,59.2,32.2
26500-5,"광원",수영구,31+,500-999,KNOWN,52.3,54.1
26500-2230,"남천금호어울림더비치",수영구,0-10,300-499,KNOWN,67.6,77.5
26500-2229,"e편한세상오션테라스3단지",수영구,0-10,300-499,KNOWN,43.3,77.8
26500-2023,"센텀비스타동원2차",수영구,0-10,300-499,KNOWN,62.8,73.7
26500-1628,"엑슬루타워",수영구,11-20,100-299,MISSING,69.2,67.1
26500-59,"진로비치(101~103동)",수영구,21-30,300-499,MISSING,45.7,53.4
26500-47,"삼성",수영구,31+,500-999,MISSING,54.6,54.0
26500-193,"정원스카이",수영구,21-30,<100,MISSING,57.3,37.4
26500-2227,"e편한세상오션테라스2단지",수영구,0-10,100-299,KNOWN,45.4,68.4
26500-1815,"W-PARK",수영구,11-20,<100,KNOWN,67.6,57.9
26500-2456,"남천자이",수영구,0-10,500-999,KNOWN,58.8,88.6
26500-1376,"협성엠파이어(101,102동)",수영구,21-30,100-299,KNOWN,62.3,53.1
26500-2318,"광안리슈빌DS",수영구,0-10,<100,MISSING,62.5,67.6
26500-2352,"광안KCC스위첸하버뷰",수영구,0-10,100-299,MISSING,49.2,77.9
26500-60,"태창파크",수영구,31+,100-299,MISSING,42.7,33.9
26500-67,"진로비치(201,202동)",수영구,21-30,100-299,MISSING,48.6,44.6
26500-62,"화신",수영구,31+,<100,MISSING,51.7,29.0
26500-268,"광안동일스위트",수영구,21-30,100-299,KNOWN,72.9,56.6
26500-265,"유림주상복합",수영구,21-30,300-499,MISSING,68.6,61.9
26500-2224,"수영SKVIEW2단지",수영구,0-10,<100,KNOWN,54.6,63.5
26500-1832,"다사랑빌",수영구,11-20,<100,MISSING,65.9,48.9
26500-1384,"광안동에스케이뷰",수영구,11-20,300-499,KNOWN,73.8,66.1
26500-1786,"수영강동원로얄듀크",수영구,11-20,300-499,KNOWN,58.9,71.1
26500-1377,"광안협성엠파이어(103,105동)",수영구,21-30,100-299,KNOWN,66.0,54.3
26500-194,"라익",수영구,21-30,unknown,MISSING,52.7,37.0
26500-2314,"광안에일린의뜰",수영구,0-10,100-299,KNOWN,65.4,73.9
26500-2226,"e편한세상오션테라스1단지",수영구,0-10,100-299,KNOWN,48.1,76.7
26500-1833,"민락동센텀메르빌",수영구,11-20,100-299,KNOWN,48.5,62.5
26500-7,"비치-그린아파트",수영구,21-30,1000+,KNOWN,56.8,58.1
26500-1938,"이린타워",수영구,0-10,<100,MISSING,66.4,54.4
26500-45,"로얄베스토피아",수영구,31+,300-499,KNOWN,49.0,48.2
26500-13,"태평양하이츠",수영구,21-30,100-299,KNOWN,53.3,45.4
26500-68,"상아",수영구,31+,100-299,MISSING,50.6,43.6
26500-1389,"수영만아이파크",수영구,11-20,100-299,KNOWN,50.5,61.8
26500-2043,"더클래스동진",수영구,0-10,<100,MISSING,56.5,54.7
26500-2092,"디아이라뷰",수영구,0-10,<100,MISSING,53.0,53.1
26500-54,"현대망미",수영구,31+,<100,MISSING,46.0,35.9
26500-2170,"광안부백자연애아파트",수영구,0-10,<100,MISSING,68.2,59.7
26500-83,"세흥빌라",수영구,21-30,<100,MISSING,57.8,36.4
26500-58,"이진빌라",수영구,31+,<100,MISSING,43.8,33.5
26500-87,"나래아트빌",수영구,21-30,<100,MISSING,57.2,35.1
26500-1712,"광안협성엠파이어Ⅱ",수영구,11-20,unknown,MISSING,73.9,69.4
26500-1753,"정원타워Ⅰ",수영구,11-20,unknown,MISSING,63.9,69.4
26500-99,"동림",수영구,31+,<100,MISSING,42.6,23.8
26500-38,"협진태양",수영구,31+,100-299,MISSING,58.0,37.5
26500-106,"국화",수영구,31+,<100,MISSING,49.6,22.4
26500-140,"행복홈타운",수영구,21-30,<100,MISSING,59.0,33.8
26500-172,"승우맨션(가동)",수영구,31+,<100,MISSING,50.3,20.2
26500-180,"대로해도지빌",수영구,21-30,<100,MISSING,56.0,35.0
26500-42,"동방(1~5동)",수영구,31+,100-299,MISSING,43.9,31.3
26500-2012,"디아이하우스",수영구,0-10,<100,MISSING,61.3,52.8
26500-2017,"수영동아성퍼스트힐",수영구,0-10,<100,MISSING,59.7,51.2
26500-2022,"금양아이파크",수영구,0-10,<100,MISSING,65.7,55.6
26500-2029,"이린타워빌8",수영구,0-10,<100,MISSING,61.2,51.4
26500-2067,"에이스센텀빌리지",수영구,0-10,<100,MISSING,58.6,59.0
26500-25,"반도보라맨션",수영구,31+,100-299,MISSING,39.2,33.8
26500-2133,"디아이세라뷰",수영구,0-10,<100,MISSING,57.2,55.6
26500-1962,"햇살가득한집",수영구,0-10,<100,KNOWN,58.1,55.0
26500-48,"오양",수영구,31+,100-299,MISSING,49.1,29.2
26500-2207,"에이스로얄팰리스",수영구,0-10,<100,MISSING,55.4,64.4
26500-262,"삼정그린코아",수영구,21-30,100-299,KNOWN,59.0,61.5
26500-222,"삼흥토인월드",수영구,21-30,<100,MISSING,69.4,33.2
26500-2238,"가비펠리치",수영구,0-10,<100,MISSING,56.1,65.1
26500-209,"동원맨션(776-21)",수영구,31+,<100,MISSING,46.5,19.9
26500-65,"신익탑스빌",수영구,21-30,<100,MISSING,54.4,35.3
26500-104,"협진태양맨션B동",수영구,31+,unknown,MISSING,44.0,14.4
26500-90,"센텀빌리지",수영구,21-30,<100,MISSING,60.1,36.0
26500-97,"광안메르빌",수영구,21-30,<100,MISSING,40.4,46.9
26500-264,"협성엠파이어106동",수영구,21-30,<100,KNOWN,61.0,46.4
26500-15,"광안화목",수영구,31+,<100,MISSING,55.7,27.6
26500-102,"우성파크빌",수영구,21-30,<100,MISSING,46.4,36.9
26500-114,"부일",수영구,31+,<100,MISSING,49.4,24.1
26500-51,"한성기린",수영구,31+,unknown,MISSING,41.5,33.4
26500-1730,"에코하임",수영구,11-20,<100,MISSING,54.6,46.8
26500-1931,"세종엠-스테이Ⅱ",수영구,11-20,<100,MISSING,71.1,50.7
26500-195,"세종월드",수영구,21-30,<100,MISSING,58.0,37.4
26500-55,"현대한누리",수영구,31+,300-499,KNOWN,48.5,46.5
26500-1956,"일호센텀누리",수영구,0-10,<100,MISSING,60.2,53.9
26500-1,"광명(539-1)",수영구,31+,100-299,MISSING,47.5,30.9
26500-1989,"남천블루비치",수영구,0-10,<100,MISSING,68.2,52.0
26500-205,"범바우빌라",수영구,21-30,<100,MISSING,58.2,36.6
26500-34,"우성보라",수영구,31+,100-299,MISSING,54.9,35.1
26500-228,"봉황파크",수영구,21-30,<100,MISSING,60.0,37.2
26500-22,"남천파크",수영구,31+,100-299,MISSING,63.1,32.3
26500-40,"남천시티빌",수영구,21-30,<100,MISSING,69.1,35.7
26500-8,"부덕그린",수영구,21-30,<100,MISSING,51.8,40.5
26500-11,"상아아트빌라(101동)",수영구,31+,<100,MISSING,41.3,23.4
26500-81,"광안리치빌A",수영구,21-30,unknown,MISSING,53.8,49.6
26500-1810,"성우센텀스카이뷰에이",수영구,11-20,unknown,MISSING,60.2,71.6
26500-261,"동우",수영구,31+,unknown,MISSING,48.1,31.6
26500-46,"산호맨션",수영구,31+,100-299,MISSING,52.2,33.6
26500-151,"서호",수영구,21-30,<100,MISSING,60.0,35.0
26500-1515,"궁전아이브",수영구,11-20,<100,MISSING,63.9,50.7
26500-157,"풍림",수영구,31+,<100,MISSING,59.2,21.4
26500-171,"금보맨션",수영구,31+,<100,MISSING,49.4,21.6
26500-35,"진주",수영구,31+,<100,MISSING,58.9,30.5
26500-166,"세진비치빌라",수영구,21-30,<100,MISSING,52.2,33.6
26500-63,"화인아트",수영구,31+,unknown,MISSING,41.5,26.4
26500-170,"새광안맨션",수영구,31+,<100,MISSING,46.0,19.5
26500-1918,"스테이빌",수영구,11-20,<100,MISSING,55.1,48.4
26500-2362,"광안스윗팰리스",수영구,0-10,<100,MISSING,74.4,65.3
26500-1374,"남강하이츠",수영구,21-30,<100,MISSING,65.0,38.4
26500-260,"백광월드타워",수영구,21-30,<100,MISSING,52.0,38.0
26500-79,"금수하이빌",수영구,21-30,<100,MISSING,65.4,35.8
26500-165,"예담빌라",수영구,21-30,unknown,MISSING,56.5,44.2
26500-1919,"해마루아파트",수영구,11-20,unknown,MISSING,71.1,73.8
26500-164,"남강맨션",수영구,31+,unknown,MISSING,47.6,14.4
26500-1679,"POPS아트빌38",수영구,11-20,unknown,MISSING,78.3,67.2
26500-105,"협진태양맨션A동",수영구,31+,unknown,MISSING,42.7,13.6
26500-169,"로즈빌라(170-13)",수영구,31+,unknown,MISSING,46.6,28.0
26410-2499,"윤성리버티",금정구,0-10,<100,MISSING,63.4,62.8
26500-43,"동방로얄",수영구,31+,<100,MISSING,45.7,28.0
26410-2390,"구서SKVIEW1단지",금정구,0-10,500-999,KNOWN,59.9,76.6
26410-2537,"삼한골든뷰에듀스테이션",금정구,0-10,500-999,KNOWN,75.1,84.9
26410-2438,"퀸즈더블유장전역",금정구,0-10,100-299,KNOWN,66.0,68.0
26410-179,"구서우성",금정구,31+,1000+,MISSING,58.3,59.9
26410-1930,"부곡롯데캐슬디아망",금정구,11-20,300-499,KNOWN,58.5,67.5
26410-2071,"벽산블루밍장전디자인시티2단지",금정구,11-20,1000+,KNOWN,69.3,78.9
26410-2486,"장전삼정그린코아더베스트",금정구,0-10,100-299,KNOWN,66.0,73.7
26410-12,"경남한신",금정구,31+,1000+,MISSING,65.1,61.7
26410-1938,"장전동금정산SKVIEW",금정구,11-20,1000+,KNOWN,65.2,77.6
26410-2232,"금정산2차쌍용예가",금정구,11-20,500-999,KNOWN,65.8,73.0
26410-71,"장전현대",금정구,11-20,100-299,KNOWN,42.8,49.3
26410-2453,"래미안장전",금정구,0-10,1000+,KNOWN,71.5,83.4
26500-137,"극동아파트",수영구,31+,unknown,MISSING,52.4,21.6
26500-91,"대로베스타빌",수영구,21-30,unknown,MISSING,59.1,49.6
26500-192,"광안센템빌",수영구,21-30,unknown,MISSING,57.5,49.6
26410-1920,"부곡동푸르지오",금정구,11-20,500-999,KNOWN,69.8,70.9
26410-195,"협성그린",금정구,21-30,100-299,KNOWN,48.1,50.7
26410-5,"서동현대",금정구,31+,300-499,MISSING,60.9,46.9
26410-2493,"허브팰리스장전",금정구,0-10,100-299,MISSING,64.6,66.2
26410-17,"뉴그린1",금정구,31+,100-299,MISSING,49.3,44.2
26410-343,"구서시티타워",금정구,21-30,100-299,MISSING,62.0,54.3
26410-37,"에스케이아파트",금정구,21-30,1000+,KNOWN,66.7,62.7
26410-2429,"장전서희스타힐스",금정구,0-10,300-499,KNOWN,69.6,72.4
26410-110,"남산하이츠타운",금정구,21-30,300-499,MISSING,62.9,52.3
26410-29,"부곡늘푸른아파트",금정구,31+,500-999,MISSING,51.5,53.2
26410-80,"경동",금정구,21-30,500-999,MISSING,27.5,59.3
26410-172,"선경3",금정구,31+,500-999,KNOWN,51.6,53.2
26410-94,"화신골든맨션",금정구,31+,100-299,MISSING,64.2,40.8
26410-2448,"온천장역동원로얄듀크",금정구,0-10,100-299,KNOWN,68.4,69.5
26410-26,"반도맨션",금정구,31+,100-299,MISSING,56.1,34.8
26410-142,"현대그레이스",금정구,31+,100-299,MISSING,49.6,45.3
26410-54,"금정맨션",금정구,31+,<100,MISSING,53.8,21.5
26410-190,"태평양",금정구,31+,100-299,MISSING,50.5,45.0
26410-2073,"금정산쌍용예가",금정구,11-20,500-999,KNOWN,59.1,72.2
26410-174,"구서신동아",금정구,21-30,300-499,KNOWN,64.9,51.7
26410-18,"대우",금정구,21-30,1000+,KNOWN,69.8,66.1
26410-137,"남산천일로얄맨션",금정구,31+,<100,MISSING,55.6,29.6
26410-2521,"구서역두산위브포세이돈",금정구,0-10,300-499,KNOWN,66.7,76.7
26410-2440,"꿈꾸는가",금정구,0-10,<100,MISSING,64.7,54.8
26410-48,"협진태양",금정구,31+,<100,MISSING,55.9,28.0
26410-151,"경보",금정구,21-30,100-299,MISSING,49.2,46.8
26410-24,"무지개타운",금정구,31+,100-299,KNOWN,56.7,33.4
26410-2500,"구서백리명가에덴",금정구,0-10,<100,MISSING,65.7,65.1
26410-2577,"헤리티지우석",금정구,0-10,<100,MISSING,63.6,65.5
26410-1903,"구서동롯데캐슬골드1단지(1051)",금정구,11-20,1000+,KNOWN,63.1,73.2
26410-1915,"부곡동대동다:숲",금정구,11-20,300-499,KNOWN,66.0,69.9
26410-1902,"구서동롯데캐슬골드2단지(1049)",금정구,11-20,1000+,KNOWN,62.8,75.8
26410-307,"산수유",금정구,21-30,<100,MISSING,57.4,40.5
26410-1916,"금정산경동메르빌아파트",금정구,11-20,100-299,KNOWN,28.9,60.6
26410-153,"금강부광",금정구,21-30,300-499,MISSING,48.6,56.6
26410-41,"우신뉴타운",금정구,31+,500-999,MISSING,62.9,56.2
26410-118,"미화",금정구,31+,<100,KNOWN,53.4,33.1
26410-1933,"금정힐스테이트",금정구,11-20,300-499,KNOWN,53.8,68.5
26410-1937,"구서동쌍용예가2단지",금정구,11-20,500-999,KNOWN,64.5,76.7
26410-119,"삼성",금정구,31+,100-299,MISSING,53.4,41.8
26410-70,"장전경보",금정구,21-30,300-499,MISSING,58.7,52.9
26410-2137,"부산대역삼정그린코아스카이동",금정구,11-20,100-299,MISSING,66.0,60.9
26410-2375,"금광예다움",금정구,0-10,<100,MISSING,61.9,55.3
26410-2394,"드림아트온",금정구,0-10,<100,MISSING,61.4,59.0
26410-2128,"구서 협성 엠파이어",금정구,11-20,100-299,MISSING,64.5,68.2
26410-1912,"우남이채롬",금정구,11-20,100-299,MISSING,57.6,52.2
26410-204,"그린빌",금정구,21-30,<100,MISSING,56.7,36.3
26410-1892,"삼흥펠리스빌",금정구,21-30,<100,MISSING,59.8,43.6
26410-58,"금정산한신",금정구,21-30,100-299,MISSING,57.4,47.9
26410-2435,"남산누리마을",금정구,0-10,<100,MISSING,64.6,56.8
26410-2288,"삼한사랑채",금정구,11-20,100-299,KNOWN,43.0,63.0
26410-21,"동양부곡",금정구,31+,<100,MISSING,56.1,21.7
26410-2463,"파크아트온",금정구,0-10,100-299,MISSING,64.6,64.2
26410-2469,"위클라우드16차",금정구,0-10,<100,MISSING,61.5,53.1
26410-2475,"트레비앙",금정구,0-10,<100,MISSING,62.0,60.4
26410-108,"럭키남산",금정구,31+,300-499,MISSING,55.8,49.2
26410-2476,"태성캐슬",금정구,0-10,<100,MISSING,65.9,63.7
26410-2554,"금정더유엘프리미어",금정구,0-10,100-299,MISSING,50.3,69.6
26410-35,"신동아",금정구,31+,100-299,MISSING,64.7,46.1
26410-2490,"온천장해피투모로우",금정구,0-10,<100,KNOWN,64.7,66.1
26410-64,"엘지금정",금정구,21-30,100-299,MISSING,61.2,48.4
26410-2065,"벽산블루밍장전디자인시티1단지",금정구,11-20,100-299,KNOWN,59.2,57.5
26410-1897,"동원로얄듀크",금정구,21-30,100-299,KNOWN,66.2,56.1
26410-306,"행운아트빌",금정구,21-30,<100,MISSING,54.0,36.7
26260-2006,"동서허브H",동래구,0-10,<100,KNOWN,69.3,59.7
26410-272,"삼성파크",금정구,31+,<100,MISSING,53.4,28.5
26410-336,"서동삼한-1",금정구,21-30,100-299,KNOWN,53.9,52.3
26410-4,"서동아신",금정구,21-30,<100,MISSING,41.1,40.0
26410-2563,"구서다움파크",금정구,0-10,unknown,MISSING,70.2,90.0
26410-2378,"온천아이브",금정구,0-10,<100,MISSING,61.8,56.5
26410-194,"한진아파트",금정구,31+,<100,MISSING,47.3,32.9
26410-2312,"해뜰채",금정구,11-20,<100,MISSING,53.2,51.1
26410-1904,"우남이채롬",금정구,21-30,100-299,MISSING,65.0,51.3
26410-1898,"대우우남이채롬",금정구,21-30,<100,KNOWN,60.8,48.2
26410-2456,"대보드림채",금정구,0-10,<100,MISSING,63.0,58.3
26410-2464,"서동다성이룸",금정구,0-10,<100,MISSING,58.9,58.6
26410-391,"성지아파트",금정구,21-30,100-299,KNOWN,58.1,54.5
26410-46,"현대",금정구,31+,100-299,MISSING,45.6,39.9
26410-2509,"스카이엘",금정구,0-10,<100,MISSING,62.6,62.2
26410-256,"학산코스모빌라",금정구,31+,<100,MISSING,49.9,26.9
26410-1936,"구서동쌍용예가1단지",금정구,11-20,100-299,KNOWN,56.5,68.5
26410-9,"삼한",금정구,31+,100-299,MISSING,57.0,38.8
26410-215,"마드레빌",금정구,21-30,100-299,KNOWN,55.4,49.5
26410-383,"유림노르웨이아침",금정구,21-30,100-299,MISSING,62.6,58.6
26410-100,"경동아파트",금정구,31+,<100,MISSING,62.0,37.4
26410-13,"경보온천타워",금정구,31+,100-299,KNOWN,62.8,41.4
26410-45,"향양",금정구,31+,<100,MISSING,44.9,22.4
26410-82,"남화기수타워",금정구,31+,<100,MISSING,51.4,31.5
26410-74,"현대2",금정구,21-30,100-299,KNOWN,48.1,49.1
26410-97,"거성경원",금정구,21-30,<100,MISSING,49.7,33.6
26410-44,"한보타운",금정구,11-20,100-299,KNOWN,52.0,48.0
26410-36,"쌍용",금정구,21-30,300-499,KNOWN,65.2,62.1
26410-86,"삼부",금정구,21-30,unknown,MISSING,67.9,46.0
26410-116,"동산빌라",금정구,31+,unknown,MISSING,47.0,26.4
26410-2396,"다온미즈",금정구,0-10,<100,MISSING,63.9,55.3
26410-2420,"부곡동프리미엄안단테아파트",금정구,0-10,<100,MISSING,60.8,56.7
26410-2401,"엘스퀘어",금정구,0-10,<100,MISSING,65.1,52.5
26410-233,"행복이가득한집",금정구,21-30,<100,MISSING,53.9,37.2
26410-42,"장미(773-1)",금정구,31+,<100,MISSING,48.5,26.4
26410-2434,"태림아르페",금정구,0-10,<100,MISSING,49.8,56.6
26410-158,"동일",금정구,31+,100-299,MISSING,58.4,34.8
26410-2457,"태진팰리스",금정구,0-10,<100,MISSING,64.3,62.7
26410-2473,"산들파르테2차",금정구,0-10,<100,MISSING,66.7,57.7
26410-38,"엘지",금정구,21-30,100-299,KNOWN,59.2,49.9
26410-2484,"보성오페라",금정구,0-10,<100,MISSING,65.9,56.7
26410-22,"동원",금정구,31+,<100,MISSING,52.6,27.2
26410-260,"아름베스트빌6차",금정구,21-30,<100,MISSING,58.1,40.2
26410-266,"궁전빌리지",금정구,21-30,<100,MISSING,54.9,32.4
26410-28,"부곡맨션",금정구,31+,<100,MISSING,52.1,22.8
26410-115,"동광세화맨션",금정구,31+,<100,MISSING,55.3,30.1
26410-281,"구서동삼백크라시앙",금정구,21-30,<100,MISSING,58.4,44.4
26410-296,"반야빌라",금정구,21-30,<100,MISSING,52.9,35.6
26410-39,"영광맨션",금정구,31+,<100,MISSING,58.6,22.7
26410-96,"드림파크빌리지",금정구,21-30,<100,MISSING,37.4,36.3
26410-193,"한일",금정구,31+,100-299,MISSING,54.0,31.0
26410-14,"국제그린",금정구,21-30,100-299,MISSING,58.8,42.1
26410-318,"장미(215-1)",금정구,31+,unknown,MISSING,47.4,14.4
26410-141,"한아름",금정구,31+,unknown,MISSING,30.7,29.8
26410-175,"신일",금정구,31+,<100,MISSING,47.4,19.5
26410-2406,"지성캐슬",금정구,0-10,<100,MISSING,66.2,53.0
26410-2395,"우일아내트",금정구,0-10,<100,MISSING,53.7,57.5
26410-2142,"청룡예뜨랑1",금정구,11-20,<100,MISSING,67.7,46.8
26410-2254,"골든팰리스",금정구,11-20,<100,MISSING,59.3,49.2
26410-154,"금화",금정구,31+,<100,MISSING,56.0,20.4
26410-2446,"나경위너스",금정구,0-10,<100,MISSING,69.9,58.4
26410-249,"대명5차",금정구,11-20,<100,MISSING,45.5,43.5
26410-257,"남산그린파크",금정구,21-30,<100,MISSING,50.6,32.9
26410-34,"부곡늘푸른아파트",금정구,31+,500-999,MISSING,50.4,54.0
26410-181,"일신",금정구,31+,100-299,KNOWN,50.2,37.5
26410-2389,"구서SKVIEW2단지",금정구,0-10,100-299,KNOWN,55.5,66.0
26410-263,"청아리치타운",금정구,21-30,<100,MISSING,58.8,44.7
26410-308,"용진노블레스",금정구,21-30,<100,MISSING,58.8,41.6
26410-311,"유나베네스타운",금정구,21-30,<100,MISSING,55.7,37.6
26410-320,"위스빌",금정구,21-30,<100,MISSING,50.1,34.2
26410-328,"전원파크뷰",금정구,21-30,<100,MISSING,61.1,40.7
26410-3,"삼한여명",금정구,21-30,100-299,KNOWN,63.0,45.1
26410-341,"동성베스트",금정구,21-30,<100,MISSING,22.3,37.4
26410-81,"구남",금정구,21-30,<100,MISSING,33.9,38.6
26410-7,"한성기린",금정구,31+,100-299,MISSING,46.6,33.0
26410-666,"청암",금정구,21-30,unknown,MISSING,50.5,47.8
26410-107,"남산그린",금정구,31+,unknown,MISSING,52.9,35.2
26410-2370,"산들파르테",금정구,0-10,<100,MISSING,62.6,53.1
26410-1931,"한진스카이",금정구,11-20,<100,MISSING,59.7,50.1
26410-2300,"삼한사랑채",금정구,11-20,<100,MISSING,57.6,52.7
26410-1895,"화신",금정구,21-30,<100,MISSING,61.0,37.0
26410-209,"조광",금정구,21-30,<100,MISSING,57.7,35.3
26410-227,"석산3차",금정구,31+,<100,MISSING,56.7,24.2
26410-2393,"장전동SJ타워",금정구,0-10,<100,MISSING,63.7,56.3
26410-140,"태인빌라",금정구,31+,<100,MISSING,50.6,25.8
26410-85,"범양빌라",금정구,31+,100-299,MISSING,60.6,37.9
26410-286,"명진",금정구,31+,<100,MISSING,45.1,26.5
26410-104,"국제빌라",금정구,31+,unknown,MISSING,57.2,29.8
26410-207,"구서동하나로3",금정구,21-30,unknown,MISSING,60.1,47.8
26410-271,"전원금강빌",금정구,21-30,unknown,MISSING,59.4,49.6
26410-197,"아름베스트빌5",금정구,21-30,unknown,MISSING,59.8,49.6
26410-2422,"휴림아르페(남산동21-7)",금정구,0-10,unknown,MISSING,75.3,78.4
26410-92,"청산빌라",금정구,31+,unknown,MISSING,51.6,35.2
26410-162,"산호",금정구,31+,<100,MISSING,54.6,29.7
26410-164,"삼산",금정구,31+,<100,MISSING,56.9,25.6
26410-103,"국제그린파크",금정구,31+,100-299,MISSING,58.7,38.1
26260-1487,"벽산아스타",동래구,11-20,500-999,KNOWN,56.3,73.2
26260-2216,"동래3차SKVIEW",동래구,0-10,500-999,KNOWN,63.3,88.2
26260-130,"삼정그린코아",동래구,21-30,500-999,KNOWN,48.9,61.9
26260-3644,"래미안포레스티지1단지",동래구,0-10,1000+,KNOWN,57.4,89.3
26260-174,"삼보(290-2)",동래구,31+,100-299,MISSING,53.2,36.3
26260-38,"한양",동래구,31+,500-999,MISSING,59.2,45.5
26260-30,"동래벽산",동래구,21-30,300-499,KNOWN,66.4,51.8
26260-150,"안락현대",동래구,21-30,500-999,KNOWN,62.0,63.3
26260-1467,"반도보라스카이뷰",동래구,11-20,1000+,KNOWN,71.3,72.4
26260-68,"삼익",동래구,31+,300-499,MISSING,61.8,42.1
26260-1528,"사직2차쌍용예가",동래구,11-20,500-999,KNOWN,58.2,72.5
26410-247,"대명하이츠3차",금정구,31+,unknown,MISSING,44.0,28.0
26410-171,"선경2",금정구,31+,500-999,MISSING,64.7,50.6
26410-2119,"구서다움",금정구,11-20,unknown,MISSING,59.1,69.4
26380-1993,"스마트더블유",사하구,0-10,unknown,MISSING,73.4,80.8
26260-58,"동영",동래구,31+,100-299,MISSING,65.5,43.7
26260-69,"삼협",동래구,21-30,100-299,MISSING,45.9,42.0
26260-1476,"사직쌍용예가",동래구,11-20,1000+,KNOWN,63.0,74.2
26260-2110,"동래효성해링턴플레이스",동래구,0-10,500-999,KNOWN,77.7,83.4
26260-2437,"낙민역삼정그린코아더시티",동래구,0-10,100-299,KNOWN,72.4,73.6
26260-2104,"명륜자이",동래구,0-10,500-999,KNOWN,73.6,79.8
