aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26320-129,"도시화명그린(313)",북구,21-30,300-499,KNOWN,42.3,47.8
26320-1600,"율리역벽산블루밍1단지",북구,11-20,300-499,KNOWN,62.8,71.8
26320-86,"신도",북구,31+,100-299,MISSING,60.2,30.4
26320-1,"경원골든",북구,31+,100-299,KNOWN,36.1,35.8
26320-94,"한성",북구,31+,300-499,MISSING,55.8,41.9
26320-1482,"성림누리아라",북구,11-20,100-299,KNOWN,61.5,52.1
26320-12,"벽산그린타운",북구,31+,100-299,KNOWN,32.0,38.5
26320-23,"태경",북구,31+,100-299,KNOWN,42.5,39.1
26320-51,"화명그린파크맨션",북구,31+,300-499,MISSING,62.1,45.4
26320-1613,"어반빌리지",북구,11-20,<100,MISSING,56.3,52.7
26320-169,"구포오바드빌",북구,21-30,<100,MISSING,58.3,44.0
26320-1543,"레지던스라움",북구,11-20,100-299,MISSING,65.1,59.8
26320-1680,"구포봄여름가을겨울아파트",북구,0-10,100-299,KNOWN,61.4,67.3
26320-112,"동일",북구,21-30,300-499,KNOWN,56.5,56.7
26320-95,"한성맨션1동~3동",북구,31+,100-299,KNOWN,56.5,32.5
26320-93,"청우파크맨션",북구,31+,100-299,KNOWN,60.8,39.0
26320-1509,"금정산센트럴포레",북구,11-20,100-299,KNOWN,66.5,60.7
26320-1475,"대우이안",북구,11-20,100-299,KNOWN,45.5,56.4
26320-5,"구포대우",북구,31+,100-299,KNOWN,41.7,39.6
26320-188,"부영벽산파라빌",북구,21-30,100-299,KNOWN,58.5,55.4
26320-52,"우신",북구,31+,300-499,MISSING,59.7,44.0
26320-84,"성우아파트",북구,31+,100-299,MISSING,62.6,30.1
26320-121,"벽산라인훼미리",북구,31+,300-499,KNOWN,61.3,47.3
26320-24,"태평양",북구,31+,100-299,KNOWN,34.8,39.7
26320-20,"에이스타운",북구,21-30,100-299,KNOWN,66.5,42.9
26320-1747,"백양디이스트(4단지)",북구,11-20,<100,MISSING,62.4,53.7
26320-132,"소호(8동)",북구,31+,unknown,MISSING,52.6,18.4
26320-163,"낙원타워",북구,21-30,<100,MISSING,62.6,36.3
26320-8,"구포동성가든타워",북구,31+,100-299,MISSING,51.3,39.9
26320-140,"부송빌라",북구,21-30,<100,MISSING,56.5,36.4
26320-1676,"지움포유",북구,0-10,<100,MISSING,59.1,56.0
26320-1722,"구포윤창비에이치타운",북구,0-10,100-299,MISSING,60.6,67.4
26320-1666,"홍익빌레트",북구,0-10,<100,MISSING,67.1,52.0
26320-1633,"비룡벨로스텔라",북구,11-20,<100,MISSING,58.7,53.8
26320-1712,"을숙도아침",북구,0-10,<100,MISSING,61.9,56.1
26320-142,"경일",북구,21-30,<100,MISSING,58.4,46.9
26320-14,"벽산그린필드2차",북구,31+,<100,KNOWN,35.0,37.0
26320-1622,"율리역벽산블루밍2단지",북구,11-20,100-299,KNOWN,56.7,59.1
26320-10,"백양",북구,31+,100-299,KNOWN,29.2,35.2
26320-104,"신촌맥스빌",북구,31+,<100,KNOWN,62.3,27.8
26320-58,"화명장원맨션",북구,31+,<100,MISSING,45.2,31.1
26320-108,"덕화",북구,31+,<100,MISSING,55.1,24.4
26320-78,"부국3",북구,31+,<100,MISSING,63.7,25.8
26320-89,"일동파크맨션",북구,31+,100-299,MISSING,42.0,34.9
26320-75,"무궁화(337-2)",북구,31+,<100,MISSING,57.5,28.7
26290-39,"일신프리빌리지",남구,21-30,500-999,KNOWN,50.8,52.6
26290-1936,"문현동태영데시앙",남구,11-20,300-499,KNOWN,67.7,62.3
26290-1980,"오륙도에스케이뷰",남구,11-20,1000+,KNOWN,41.2,78.4
26290-61,"뉴서울",남구,21-30,300-499,KNOWN,46.4,49.9
26290-2749,"대연양우내안애퍼스트",남구,0-10,500-999,KNOWN,57.5,83.1
26290-2762,"대연삼정그린코아더베스트",남구,0-10,300-499,KNOWN,49.4,76.7
26290-279,"부산대연동푸르지오",남구,21-30,500-999,KNOWN,68.4,65.5
26290-2625,"대연롯데캐슬레전드1단지",남구,0-10,1000+,KNOWN,67.6,84.2
26290-31,"동산그린",남구,31+,100-299,MISSING,53.8,34.3
26320-182,"화목빌라(776-8)",북구,21-30,unknown,MISSING,58.2,49.6
26320-26,"한창데파트",북구,31+,<100,MISSING,49.6,32.6
26320-1651,"프라임시티",북구,11-20,<100,MISSING,57.6,48.1
26290-2646,"베스티움",남구,0-10,500-999,KNOWN,68.4,79.2
26290-2643,"대연자이",남구,0-10,500-999,KNOWN,58.7,81.7
26290-238,"오륙도 뜨란채",남구,21-30,300-499,KNOWN,52.0,54.4
26290-12,"삼성",남구,21-30,300-499,KNOWN,49.0,53.6
26290-3241,"대연푸르지오클라센트1단지",남구,0-10,500-999,KNOWN,51.7,86.1
26290-45,"용당대광",남구,21-30,100-299,MISSING,34.5,46.5
26290-79,"벽산기린",남구,31+,300-499,MISSING,58.6,45.5
26260-2266,"더샵동래",동래구,0-10,500-999,KNOWN,66.5,84.8
26290-3238,"더비치푸르지오써밋",남구,0-10,1000+,KNOWN,63.9,90.3
26290-2572,"문현범양레우스",남구,0-10,100-299,KNOWN,59.3,67.7
26290-2315,"대연힐스테이트푸르지오",남구,11-20,1000+,KNOWN,68.4,81.6
26290-89,"장백장미타워1",남구,21-30,100-299,KNOWN,30.1,47.4
26290-2626,"대연롯데캐슬레전드2단지",남구,0-10,100-299,KNOWN,60.8,70.5
26290-3227,"데시앙해링턴플레이스파크시티",남구,0-10,1000+,KNOWN,58.3,86.3
26290-2316,"쌍용예가",남구,11-20,500-999,KNOWN,48.5,72.9
26290-17,"청구",남구,21-30,500-999,KNOWN,29.4,64.6
26290-58,"하얏트",남구,31+,100-299,MISSING,42.2,40.5
26290-25,"경동",남구,31+,300-499,KNOWN,47.4,47.2
26290-2602,"더블유",남구,0-10,1000+,KNOWN,61.5,87.4
26290-48,"현대아이파크",남구,21-30,500-999,KNOWN,32.5,63.1
26290-2637,"대연파크푸르지오",남구,0-10,1000+,KNOWN,54.2,81.2
26290-60,"현대2",남구,21-30,100-299,MISSING,37.5,50.6
26290-29,"동보빌라맨션",남구,31+,<100,MISSING,45.3,28.6
26290-69,"자유1",남구,31+,100-299,MISSING,45.8,46.3
26290-81,"시티프라자",남구,21-30,500-999,MISSING,58.2,59.4
26290-259,"동천맨션",남구,31+,<100,MISSING,53.8,19.6
26290-1949,"문현이안",남구,11-20,100-299,MISSING,63.2,59.3
26290-2777,"오션파라곤아파트",남구,0-10,<100,KNOWN,38.4,53.5
26290-1885,"경동메르빌",남구,21-30,300-499,KNOWN,35.6,61.8
26290-274,"우암중앙하이츠아파트",남구,21-30,300-499,KNOWN,48.3,60.9
26290-1956,"대연동에스케이뷰",남구,11-20,300-499,KNOWN,50.1,67.1
26260-176,"삼성타운",동래구,21-30,300-499,MISSING,62.6,55.5
26290-1935,"한화꿈에그린",남구,11-20,100-299,KNOWN,61.2,57.4
26290-14,"삼익그린",남구,21-30,500-999,KNOWN,29.7,62.9
26290-73,"대림",남구,31+,100-299,MISSING,47.1,31.1
26290-2429,"대연롯데캐슬",남구,11-20,500-999,KNOWN,69.7,76.7
26290-2712,"문현경동리인아파트",남구,0-10,500-999,KNOWN,58.6,79.9
26290-3240,"힐스테이트대연센트럴",남구,0-10,300-499,KNOWN,71.6,82.4
26290-271,"아침햇살",남구,21-30,100-299,KNOWN,59.0,50.5
26290-33,"동일타운",남구,31+,300-499,MISSING,46.7,50.1
26290-35,"벽산화이트타워",남구,31+,300-499,KNOWN,44.4,46.5
26290-20,"현대(1203-47)",남구,21-30,300-499,MISSING,50.0,53.8
26290-53,"우암자유4",남구,31+,100-299,MISSING,45.1,47.9
26290-80,"삼성",남구,21-30,500-999,KNOWN,65.6,67.5
26290-32,"동원",남구,31+,<100,MISSING,43.2,35.5
26290-93,"엘지메트로시티4-2(230~238)",남구,21-30,1000+,KNOWN,56.1,73.8
26290-94,"엘지메트로시티4-1(201-214)",남구,21-30,1000+,KNOWN,56.1,73.8
26290-96,"마로니에타운",남구,21-30,100-299,MISSING,66.4,50.9
26290-2499,"대동레미안7",남구,11-20,<100,MISSING,62.1,50.8
26290-88,"문현삼성힐타워",남구,21-30,300-499,MISSING,66.0,60.2
26290-2639,"아이홈대연",남구,0-10,<100,MISSING,66.9,58.8
26290-1926,"보람더하임",남구,11-20,100-299,MISSING,62.6,57.2
26290-2632,"대연SKVIEWHills",남구,0-10,500-999,KNOWN,74.6,82.0
26290-27,"도시타워",남구,31+,100-299,KNOWN,36.3,40.5
26290-5,"대우그린1",남구,21-30,500-999,KNOWN,29.7,56.3
26290-68,"일신보라",남구,21-30,500-999,KNOWN,47.6,59.1
26290-59,"감만현대1차",남구,21-30,500-999,MISSING,41.8,60.6
26290-1916,"용호동일신님(林)Ⅱ",남구,11-20,unknown,MISSING,45.2,55.0
26290-21,"대연극동StarClass",남구,21-30,300-499,KNOWN,53.6,58.5
26290-258,"성동",남구,31+,unknown,MISSING,49.7,11.4
26290-1947,"신대연코오롱하늘채",남구,11-20,500-999,KNOWN,40.8,70.3
26290-1942,"일동지에닌",남구,11-20,100-299,KNOWN,66.0,56.9
26290-47,"한신문화타운",남구,31+,300-499,MISSING,32.8,46.3
26290-1959,"GS하이츠자이",남구,11-20,1000+,KNOWN,56.4,76.5
26290-84,"한양",남구,31+,100-299,MISSING,55.0,35.6
26290-2423,"벽산e-솔렌스힐",남구,11-20,100-299,KNOWN,67.1,63.5
26290-6,"대우그린2",남구,21-30,100-299,KNOWN,30.2,49.1
26290-2757,"이안오션파크W",남구,0-10,100-299,KNOWN,45.8,71.4
26290-15,"신원",남구,21-30,300-499,KNOWN,33.1,55.0
26290-1946,"롯데캐슬아인스",남구,11-20,300-499,KNOWN,52.1,62.3
26290-189,"지산로얄(1724-1)",남구,21-30,unknown,MISSING,53.3,47.8
26290-97,"베르디하우스",남구,21-30,<100,MISSING,70.5,45.6
26290-211,"남산하이빌",남구,21-30,<100,MISSING,60.1,39.4
26290-2209,"더샵월드타워",남구,11-20,<100,MISSING,62.7,45.3
26290-2363,"더샵골드",남구,11-20,<100,MISSING,59.4,51.4
26290-86,"현대",남구,21-30,500-999,MISSING,38.1,60.9
26290-1955,"삼한사랑채",남구,11-20,<100,MISSING,57.4,50.4
26290-278,"동원로얄듀크",남구,21-30,300-499,KNOWN,70.7,66.6
26290-1953,"유창그린2차",남구,11-20,300-499,KNOWN,39.1,61.8
26290-54,"우암자유5",남구,21-30,100-299,MISSING,45.8,48.9
26290-72,"대도라이프타운",남구,31+,100-299,KNOWN,46.5,42.0
26290-50,"국제",남구,21-30,300-499,MISSING,49.4,55.1
26290-42,"협진태양",남구,31+,300-499,MISSING,38.2,44.2
26290-82,"우성맨션",남구,31+,100-299,MISSING,42.8,29.2
26290-70,"자유2",남구,31+,300-499,MISSING,40.8,49.2
26290-52,"우암자유3",남구,31+,100-299,KNOWN,42.9,45.7
26290-26,"대광타워맨션",남구,31+,300-499,KNOWN,49.1,51.6
26290-65,"석천",남구,21-30,<100,MISSING,40.4,37.3
26290-74,"대진",남구,31+,<100,MISSING,55.2,27.8
26290-239,"신선맨션",남구,31+,<100,MISSING,24.7,29.1
26290-57,"정원",남구,31+,100-299,MISSING,32.7,30.9
26290-1905,"동일스위트",남구,21-30,500-999,KNOWN,41.0,62.4
26290-3225,"감만우성스마트시티뷰",남구,0-10,100-299,KNOWN,49.0,74.4
26290-4,"대우",남구,21-30,300-499,KNOWN,38.2,51.2
26290-3234,"국제금융센터퀸즈W",남구,0-10,100-299,KNOWN,73.8,80.3
26290-83,"한맥현대",남구,21-30,100-299,MISSING,47.7,43.5
26290-46,"용당창조",남구,31+,unknown,MISSING,32.0,33.4
26290-19,"한우맨션1동",남구,31+,<100,MISSING,50.1,19.9
26290-247,"대원맨션",남구,31+,<100,MISSING,44.9,22.4
26290-41,"현대비치",남구,21-30,500-999,MISSING,53.2,59.3
26290-237,"(용호맨션)",남구,31+,<100,MISSING,39.4,22.5
26290-1939,"세종그랑시아",남구,11-20,100-299,MISSING,59.2,59.2
26290-2494,"스카이빌리지",남구,11-20,<100,MISSING,64.0,52.4
26290-67,"우암대진",남구,31+,100-299,MISSING,38.3,32.3
26290-2546,"한울시너스아파트",남구,0-10,<100,KNOWN,46.3,59.2
26290-2503,"보해이브아파트",남구,11-20,<100,KNOWN,67.1,58.6
26290-9,"마마(1781-66)",남구,31+,100-299,MISSING,48.3,39.3
26290-51,"삼일",남구,31+,100-299,MISSING,35.1,33.2
26290-28,"동방파크",남구,31+,100-299,MISSING,42.7,44.2
26290-75,"동양(302)",남구,31+,<100,MISSING,54.3,27.2
26290-85,"문현해운맨션",남구,31+,100-299,MISSING,42.0,35.1
26290-253,"세영맨션",남구,31+,100-299,MISSING,53.7,34.4
26290-78,"문현파크",남구,31+,<100,MISSING,37.6,30.1
26290-34,"미주",남구,21-30,100-299,KNOWN,58.4,45.0
26290-37,"신익타워",남구,31+,100-299,KNOWN,37.2,40.4
26290-49,"감만현대3",남구,21-30,100-299,MISSING,37.9,49.7
26290-309,"신일맨션",남구,31+,<100,MISSING,34.9,22.1
26290-77,"문현",남구,31+,100-299,MISSING,51.2,28.0
26290-36,"삼성",남구,31+,100-299,MISSING,34.8,37.4
26290-62,"대승하이아트",남구,21-30,100-299,KNOWN,44.8,50.5
26290-150,"도남하이츠",남구,21-30,unknown,MISSING,53.4,46.0
26290-197,"삼원그린(1733-10)",남구,21-30,unknown,MISSING,59.2,47.8
26290-218,"분포맨션",남구,31+,unknown,MISSING,42.0,16.8
26290-2261,"디어하임B",남구,11-20,unknown,MISSING,63.5,67.2
26290-2685,"더샵시티",남구,0-10,<100,MISSING,64.0,61.6
26290-313,"태창맨션",남구,31+,<100,MISSING,44.3,21.2
26290-275,"리버빌",남구,21-30,<100,MISSING,58.0,37.4
26290-2786,"정상리치스",남구,0-10,<100,MISSING,55.4,66.6
26290-265,"한림맨션",남구,31+,<100,MISSING,33.7,23.1
26290-229,"목련5차",남구,31+,<100,MISSING,41.6,24.4
26290-2,"대연그린(281-52)",남구,31+,100-299,KNOWN,38.3,38.3
26290-270,"삼화",남구,31+,<100,MISSING,30.3,19.7
26290-87,"문현2차현대",남구,21-30,300-499,KNOWN,47.8,56.9
26290-43,"화신골든맨션",남구,31+,100-299,MISSING,41.1,38.4
26290-260,"보광맨션",남구,31+,<100,MISSING,49.3,23.7
26290-64,"상경전원",남구,31+,100-299,KNOWN,47.0,36.8
26290-160,"대영(967-1)",남구,31+,unknown,MISSING,41.1,12.0
26290-192,"광이하이빌B동",남구,21-30,unknown,MISSING,57.8,47.8
26290-191,"광이하이빌A동",남구,21-30,unknown,MISSING,55.3,47.8
26290-272,"동경리치타운(1797-8)",남구,21-30,unknown,MISSING,61.7,53.2
26290-215,"부림(1802-8)",남구,21-30,unknown,MISSING,60.6,49.6
26290-114,"아침마을에이동",남구,21-30,unknown,MISSING,53.5,49.6
26290-223,"동림빌라(B)",남구,31+,unknown,MISSING,53.3,31.6
26290-135,"대호(877-6)",남구,21-30,unknown,MISSING,54.0,46.0
26290-227,"목련6차",남구,31+,<100,MISSING,41.1,25.2
26290-2343,"대성문문현퀸즈더블유101",남구,11-20,<100,MISSING,63.4,48.3
26290-2682,"정상네이처빌5차",남구,0-10,<100,MISSING,51.3,57.9
26290-2399,"대성문문현2차퀸즈w",남구,11-20,<100,MISSING,57.4,49.7
26290-251,"양산맨션",남구,31+,<100,MISSING,50.0,17.6
26290-156,"썬그린타워빌",남구,21-30,<100,MISSING,48.9,35.5
26290-2408,"대성문문현3차퀸즈W",남구,11-20,<100,MISSING,64.3,51.4
26290-196,"대륙빌라",남구,31+,<100,MISSING,53.4,24.6
26290-168,"명성빌리지",남구,21-30,<100,MISSING,60.3,36.3
26290-152,"명성금강",남구,21-30,<100,MISSING,50.8,34.2
26290-63,"동일",남구,31+,300-499,MISSING,44.1,44.1
26290-30,"동부타워",남구,31+,100-299,MISSING,43.2,40.8
26290-7,"동남",남구,31+,100-299,MISSING,36.5,38.4
26290-212,"중앙(1781-80)",남구,31+,100-299,MISSING,45.3,26.8
26290-155,"대왕골든빌리지",남구,31+,unknown,MISSING,47.4,31.6
26260-14,"새동래3",동래구,31+,100-299,MISSING,47.4,35.8
26260-61,"동래럭키",동래구,31+,1000+,MISSING,63.5,52.7
26260-1932,"동래퀸즈W",동래구,11-20,100-299,KNOWN,67.3,61.4
26260-2234,"동래래미안아이파크",동래구,0-10,1000+,KNOWN,72.7,87.6
26290-194,"장산파크빌",남구,21-30,unknown,MISSING,61.0,47.8
26290-269,"성도맨션",남구,31+,unknown,MISSING,28.8,16.0
26290-236,"금호천지",남구,31+,unknown,MISSING,37.4,26.4
26290-2640,"이정팰리스",남구,0-10,unknown,MISSING,59.6,83.2
26290-38,"엘지메트로시티1",남구,21-30,1000+,KNOWN,55.7,72.2
26290-2724,"엘지메트로시티4-2(215~220동)",남구,21-30,1000+,KNOWN,56.1,73.8
26260-2127,"충렬지음",동래구,0-10,<100,MISSING,66.9,65.1
26470-1040,"연산동한솔솔파크",연제구,11-20,100-299,MISSING,49.4,55.3
26470-278,"삼익퓨쳐타워",연제구,11-20,300-499,MISSING,60.6,61.0
26470-1410,"부산더샵시티애비뉴",연제구,11-20,100-299,KNOWN,69.7,71.8
26470-40,"쌍용",연제구,21-30,500-999,KNOWN,71.6,62.0
26470-1712,"e편한세상연산더퍼스트",연제구,0-10,300-499,KNOWN,69.4,81.0
26470-1908,"힐스테이트연산",연제구,0-10,1000+,KNOWN,47.5,85.8
26470-1920,"연산포레서희스타힐스",연제구,0-10,500-999,KNOWN,59.7,84.3
26470-1587,"시청역비스타동원",연제구,0-10,500-999,KNOWN,70.7,83.9
26470-1551,"연제롯데캐슬데시앙",연제구,0-10,1000+,KNOWN,72.9,81.6
26470-996,"벽산이-메타폴리스",연제구,21-30,500-999,KNOWN,58.1,60.0
26470-107,"한양(2차)",연제구,31+,100-299,MISSING,44.9,35.1
26470-1017,"온천천쌍용예가",연제구,11-20,300-499,KNOWN,51.5,61.3
26470-1550,"거제센트럴자이",연제구,0-10,500-999,KNOWN,62.0,79.3
26470-1763,"쌍용더플래티넘거제아시아드",연제구,0-10,300-499,KNOWN,52.1,82.5
26470-251,"유림아시아드타워",연제구,21-30,300-499,KNOWN,52.3,57.6
26470-1914,"연제SKVIEWCentral",연제구,0-10,300-499,KNOWN,73.5,80.8
26470-1552,"연산더샵",연제구,0-10,1000+,KNOWN,65.9,81.7
26260-282,"현대그랜드빌라",동래구,31+,<100,MISSING,51.2,25.4
26470-1481,"연산동일동미라주더스타",연제구,0-10,500-999,KNOWN,62.6,76.1
26470-1005,"연산동현대홈타운",연제구,21-30,300-499,KNOWN,41.7,60.7
26470-1383,"더샵파크시티",연제구,11-20,1000+,KNOWN,56.9,81.5
26470-63,"동양(706-2)",연제구,31+,unknown,MISSING,60.1,17.6
26470-1296,"연산경동메르빌",연제구,11-20,300-499,KNOWN,63.8,72.7
26470-1438,"태광리치뷰",연제구,0-10,<100,MISSING,61.8,53.1
26470-1447,"성일이안시티",연제구,0-10,100-299,MISSING,62.8,61.7
26470-1545,"어반힐즈",연제구,0-10,<100,MISSING,73.9,59.5
26260-1472,"명륜동SK-VIEW",동래구,11-20,100-299,KNOWN,55.0,60.8
26470-170,"청마",연제구,31+,<100,MISSING,39.1,19.2
26470-279,"우성로얄",연제구,31+,<100,MISSING,54.6,17.4
26470-1484,"웰메이드홈",연제구,0-10,<100,KNOWN,64.0,59.6
26470-20,"부원",연제구,31+,<100,MISSING,49.4,26.3
26470-1084,"아시아드푸르지오",연제구,11-20,300-499,KNOWN,58.8,72.1
26470-1460,"센텀리버SKVIEW",연제구,0-10,500-999,KNOWN,59.6,76.7
26470-26,"유림아시아드",연제구,21-30,1000+,KNOWN,64.6,69.8
26470-1032,"거제유림노르웨이숲",연제구,11-20,300-499,KNOWN,65.9,63.2
26470-41,"거제2차현대홈타운",연제구,21-30,1000+,KNOWN,72.8,66.8
26470-25,"우성",연제구,21-30,100-299,KNOWN,51.3,45.2
26470-1538,"시청역SKVIEW",연제구,0-10,100-299,KNOWN,69.4,76.5
26470-112,"현대(983-9)",연제구,21-30,300-499,KNOWN,41.9,54.5
26470-3048,"레이카운티(2단지)",연제구,0-10,1000+,KNOWN,73.9,89.8
26470-4,"거제동롯데캐슬",연제구,21-30,500-999,KNOWN,56.1,60.2
26470-86,"연산엘지",연제구,21-30,1000+,KNOWN,54.0,66.7
26470-1066,"연산자이",연제구,11-20,1000+,KNOWN,56.1,78.8
26470-1258,"온천천2차동원로얄듀크",연제구,11-20,100-299,KNOWN,51.5,57.7
26470-1374,"부산센텀푸르지오",연제구,11-20,500-999,KNOWN,57.4,73.7
26470-16,"동원타워",연제구,21-30,300-499,KNOWN,53.7,53.0
26470-9,"대우",연제구,31+,300-499,KNOWN,49.4,46.2
26470-1013,"동원베네스트",연제구,11-20,100-299,KNOWN,49.0,53.8
26470-1014,"에스케이뷰",연제구,11-20,unknown,MISSING,62.2,55.0
26470-1490,"월드파크4",연제구,0-10,100-299,MISSING,55.5,63.2
26470-1503,"엘리시움",연제구,0-10,<100,MISSING,63.1,53.6
26470-1521,"태영아너스",연제구,0-10,<100,MISSING,59.9,56.6
26470-156,"청마마이우스",연제구,21-30,100-299,MISSING,55.0,51.7
26470-180,"영일아트빌",연제구,21-30,<100,MISSING,48.6,33.4
26470-199,"삼원",연제구,31+,<100,MISSING,51.2,23.2
26260-183,"명장일양타운",동래구,31+,100-299,MISSING,52.5,40.0
26470-1027,"센텀수영강푸르지오",연제구,11-20,300-499,KNOWN,57.4,63.5
26470-77,"연산삼성타워맨션",연제구,31+,100-299,MISSING,55.9,38.2
26470-81,"선경",연제구,31+,500-999,MISSING,51.3,56.4
26470-1000,"거제동월드메르디앙",연제구,21-30,1000+,KNOWN,58.3,73.2
26470-105,"한성기린",연제구,31+,300-499,MISSING,60.4,52.1
26470-1476,"브라운스톤연제2단지",연제구,0-10,100-299,KNOWN,61.6,66.8
26470-96,"주공",연제구,31+,1000+,KNOWN,46.4,48.8
26470-10,"대우그린",연제구,31+,300-499,KNOWN,40.2,45.0
26470-42,"경남",연제구,31+,100-299,MISSING,53.7,49.1
26470-1507,"아이유파크(IU-PARK)",연제구,0-10,100-299,KNOWN,60.4,66.4
26470-56,"동덕현대",연제구,31+,300-499,MISSING,58.1,53.8
26470-106,"한양(1차)",연제구,31+,500-999,MISSING,49.2,45.2
26260-2095,"동백그린숲",동래구,0-10,<100,MISSING,59.5,58.3
26470-999,"거제동2차동원로얄듀크",연제구,21-30,100-299,KNOWN,54.0,61.2
26470-22,"거제아시아드삼정그린코아",연제구,21-30,300-499,KNOWN,50.4,58.3
26470-1535,"시청스마트더블유",연제구,0-10,100-299,KNOWN,65.2,67.6
26470-250,"거제동3차동원로얄듀크",연제구,21-30,<100,KNOWN,62.4,47.2
26470-51,"대우",연제구,21-30,300-499,KNOWN,45.9,55.5
26470-1385,"드리머스",연제구,11-20,<100,MISSING,69.3,53.8
26470-1454,"시청역퀸즈W",연제구,0-10,100-299,MISSING,59.7,65.8
